"","ein","tax_pd","daysoperating_coh"
"740",201700622,201812,4700.41622603431
"741",201788094,201812,41.5337440825396
"742",201793571,201812,284.307192649741
"743",201794339,201812,57.5165606912696
"744",201848987,201812,54.6656832966752
"745",201880465,201906,22.8889686164418
"746",201891448,201812,306.345815332981
"747",201935580,201806,141.932863116133
"748",201952464,201906,31.1712666253187
"749",201989307,201906,284.406283339675
"750",202007127,201812,9.26978766711385
"751",202010603,201812,191.781768580744
"752",202053859,201812,176.465968724872
"753",202074645,201809,6.51876656899679
"754",202188815,201903,929.566912849042
"755",202207776,201812,0.593875851978181
"756",202231228,201806,220.706116460808
"757",202232456,201812,119.532203421338
