"","ein","tax_pd","lb_to_assets"
"1311",237285823,201812,NA
"1312",237292125,201806,1.06233594859364
"1313",237293380,201812,0.730928528609082
"1314",237299143,201812,0.18348200661167
"1315",237299493,201806,0.0800494396081453
"1316",237300017,201812,0.572338353245064
"1317",237300355,201812,0.807686750286887
"1318",237303018,201806,0.0085563888953292
"1319",237303789,201812,0.494954346743401
"1320",237312901,201809,0.0399457907307517
"1321",237317490,201812,0.0648234235031951
"1322",237319371,201806,0.252581530268399
"1323",237319621,201806,0.598133518159887
"1324",237346733,201812,0
"1325",237348835,201812,0.562406054906281
"1326",237353267,201812,0.269555133781538
"1327",237354073,201806,0.164523703844091
"1328",237356022,201812,0.929786965947693
"1329",237362592,201812,0.0982519509930817
"1330",237364935,201806,0.569444410660101
"1331",237367331,201806,0.709842548140662
"1332",237368197,201812,0.759181327232317
"1333",237368244,201812,0.751480506547238
"1334",237368656,201904,0.231057643363502
"1335",237376130,201812,0.51366753667902
"1336",237376539,201806,0.94772615055976
"1337",237377602,201806,0.62727237064851
"1338",237380888,201812,0.148340662296221
"1339",237390996,201806,0.0807892039539111
"1340",237393720,201812,0.389628384784897
"1341",237394320,201812,0.699835070570494
"1342",237398279,201812,0.334618085252987
"1343",237412908,201906,0.302289524387078
"1344",237412908,201806,0.296945591418564
"1345",237414729,201812,0.554692417494544
"1346",237415846,201806,0.712405698141525
"1347",237416304,201806,0.362235191369921
"1348",237417424,201806,0.415694356067759
"1349",237421892,201812,0.187295141870511
"1350",237426312,201806,0.150545628482537
"1351",237428011,201812,0.00700533979339849
"1352",237431255,201806,0.600752144718252
"1353",237431696,201906,0.700278313639053
"1354",237443009,201803,0.0484965589945868
"1355",237444508,201812,0.584618363600955
"1356",237447614,201906,0.745125811969841
"1357",237458273,201906,0.475976048175187
"1358",239233412,201809,0.359775395823068
"1359",240795389,201806,0.71683472539091
"1360",240818341,201806,0.486988597632629
"1361",250965469,201806,0.00211320998980981
"1362",250965592,201806,0.391012480399186
"1363",250969422,201812,0.22956261362877
"1364",250989247,201806,0.934648876995634
"1365",251153028,201806,0.284826627697853
"1366",251155958,201806,0.101275739947425
"1367",251156265,201906,0.223561399591428
"1368",251157381,201806,0.183092144334739
"1369",251180898,201806,0.410792517607431
"1370",251193018,201806,0.0815561598353746
"1371",251201741,201812,0.0389869311184771
"1372",251201846,201806,0.249943437566982
"1373",251209938,201806,0.27061390863481
"1374",251211464,201906,0.55006780951488
"1375",251219610,201806,0.463794181245578
"1376",251232427,201812,0.141175766486194
"1377",251290469,201812,0.453979078797911
"1378",251325425,201812,0.0949066751028156
"1379",251370668,201812,0.0953748890958157
"1380",251372007,201812,0.309402473654981
"1381",251382510,201806,0.462743505041736
"1382",251383079,201806,0.114867335379473
"1383",251419017,201812,0
"1384",251427632,201812,0.208182852408634
"1385",251429302,201809,0.996476538047771
"1386",251433387,201812,0.689692427158243
"1387",251445441,201812,0
"1388",251445713,201806,0.462843293987437
"1389",251461831,201812,0.781420391000127
"1390",251466052,201812,0.397145151501499
"1391",251471440,201809,0.310891485675949
"1392",251485031,201812,0.389106554815758
"1393",251497792,201802,0.0024238396425669
"1394",251515795,201806,0.313151771027424
"1395",251522733,201906,0.888223918505757
"1396",251524446,201806,NA
"1397",251534235,201812,0.892823884860636
"1398",251541548,201812,0.172705688116671
"1399",251589088,201901,0.902329886686174
"1400",251591350,201812,0.640664485477327
"1401",251592420,201806,0.711828524478083
"1402",251598389,201809,0.029000392846406
"1403",251598402,201812,0.55158585264295
"1404",251605762,201812,0.91692445193382
"1405",251626297,201812,0.519748279608837
"1406",251626784,201812,0.310933943564337
"1407",251635121,201809,0.00109764617916087
"1408",251637937,201809,0.572235662559425
"1409",251638640,201812,0.16335781472731
"1410",251639115,201906,0
"1411",251644683,201812,0.0078161406975227
"1412",251649514,201812,0.616011933102496
"1413",251653363,201806,0.000731548978253778
"1414",251657575,201812,0.480697454646118
"1415",251672592,201812,0.910511558866379
"1416",251674112,201806,0.439317069001307
"1417",251689720,201806,0.0151047463830994
"1418",251694686,201906,0.663181854927833
"1419",251696634,201812,0.0290350389409497
"1420",251698524,201904,0.000962013003268698
"1421",251701123,201806,0.639700592092848
"1422",251704924,201812,0
"1423",251721080,201812,0.925417982051538
"1424",251722943,201806,0.00636221491346309
"1425",251728614,201812,0.770368163145167
"1426",251730915,201903,0.855368709104351
"1427",251739814,201806,0
"1428",251740509,201806,0
"1429",251743986,201812,0
"1430",251757763,201812,0
"1431",251758628,201812,0
"1432",251758844,201812,0.747120541831422
"1433",251762305,201806,0.160471941823297
"1434",251780107,201812,0.735362724599922
"1435",251794823,201906,0.909987339306584
"1436",251801884,201812,0.00269153186889549
"1437",251807686,201806,0.923544420180032
"1438",251818381,201809,0.722605533471808
"1439",251823770,201712,0.566961302043621
"1440",251823770,201812,0.520536551951955
"1441",251840807,201806,0.482904883925264
"1442",251855442,201812,NA
"1443",251855490,201812,0
"1444",251858580,201812,0
"1445",251863996,201812,0
"1446",251897698,201812,0.878978105909852
"1447",256068246,201809,0.198098872818868
"1448",256069264,201806,0.1406379153682
"1449",256069770,201806,0.156718594294529
"1450",256084090,201806,0.126361067572966
"1451",256085619,201906,0.613452703407611
"1452",260006476,201812,0.316239728659387
"1453",260078223,201812,0.866655206410208
"1454",260149985,201812,0.456899370696293
"1455",260217222,201812,0.931166997663043
"1456",260221046,201806,0.0258157870100902
"1457",260393656,201812,0.949571716939675
"1458",260421563,201812,0.147729513760998
"1459",260452137,201812,0.0966260015299754
"1460",260614081,201812,0.516125224297343
"1461",260679687,201812,NA
"1462",260762693,201812,0
"1463",260762693,201612,0.781793561612066
"1464",260762693,201712,0.89069727426391
"1465",260833850,201812,0.0887879557102795
"1466",261202901,201812,0.851240953691782
"1467",261210093,201806,0.919458858955431
"1468",261214312,201812,0.932373766024766
"1469",261245799,201812,0.67564874365198
"1470",261274843,201812,0.389757849611864
"1471",261407469,201812,0.937309682404788
"1472",261409964,201812,0.970661406237311
"1473",261590829,201812,0.997298228435692
"1474",261590898,201812,0
"1475",261665826,201812,0
"1476",261666325,201812,0.00783685120876482
"1477",261705219,201812,0.955426660356137
"1478",261712321,201806,0.980158508705606
"1479",261808937,201810,NA
"1480",261870077,201812,0.934244916082787
"1481",261876589,201812,0.954043897853227
"1482",261931708,201712,0
"1483",261947374,201806,0.595409010831219
"1484",261968933,201812,0
"1485",261995944,201903,0.945942877583839
"1486",262051792,201812,0
"1487",262058861,201803,0
"1488",262063489,201812,0.709737737684493
"1489",262092132,201806,0
"1490",262123010,201812,0.0958181142228576
"1491",262167082,201809,0.964243797383093
"1492",262190732,201806,0.957672081655655
"1493",262191929,201812,0.889914235642106
"1494",262335395,201812,0
"1495",262352365,201812,0.959258746271627
"1496",262420702,201812,0.774221378892648
"1497",262424174,201812,0
"1498",262541233,201806,0
"1499",262665278,201909,0
"1500",262665278,201809,0
"1501",262699081,201812,0.169712417889572
"1502",262842736,201806,0.00284372649640915
"1503",263100297,201809,0.962821054543042
"1504",263100372,201809,0.96718027296741
"1505",263120543,201812,0
"1506",263128590,201806,0.188840982884368
"1507",263187721,201812,0
"1508",263188804,201806,0.628427566940783
"1509",263312955,201812,0.97198442337487
"1510",263389252,201812,0
"1511",263443336,201806,0
"1512",263547211,201812,0.241800311184357
"1513",263588414,201812,0.95782285599518
"1514",263618867,201806,0.977969593874324
"1515",263619775,201806,0.924709964791552
"1516",263836207,201812,0.822119162606585
"1517",263900335,201712,0.93102379798065
"1518",263900335,201812,0.848112293672882
"1519",263909820,201812,0.804384778853598
"1520",263959619,201812,0
"1521",264107739,201812,0.972829410469209
"1522",264117989,201812,0.50139206292779
"1523",264142930,201806,0
"1524",264246183,201806,0
"1525",264262998,201812,0.93535288564795
"1526",264271547,201812,0.814349439764872
"1527",264307457,201906,0.859888852446466
"1528",264331988,201906,0.927286649806871
"1529",264374725,201806,0.688483173698461
"1530",264421601,201812,0.952477903388864
"1531",264468628,201812,0
"1532",264482725,201812,0
"1533",264498990,201812,0.939421043422694
"1534",264521206,201812,0.0204989502958257
"1535",264577399,201812,0
"1536",264579045,201812,0
"1537",264664616,201810,0.000294425840664344
"1538",264810482,201812,0
"1539",264826876,201812,0.96567157609802
"1540",270000343,201812,NA
"1541",270037508,201806,0.919352921890425
"1542",270049012,201806,0
"1543",270070164,201812,0.18362872884464
"1544",270173489,201812,0.0991660941442185
"1545",270181645,201812,0.98275921460558
"1546",270291691,201806,0.116372924170254
"1547",270449072,201806,0
"1548",270517477,201806,0
"1549",270580274,201812,0.219840948806229
"1550",270615239,201806,0.667342445503945
"1551",270625538,201806,0
"1552",270740203,201812,0.782961945257172
"1553",270814295,201812,0.146899672689258
"1554",270819276,201806,0.152322261680941
"1555",270829684,201812,0
"1556",270829684,201712,NA
"1557",270858135,201809,0
"1558",270947808,201806,0.0225730550803034
"1559",270975339,201809,0.465702868988048
"1560",270995580,201903,0.965405603077973
"1561",271037159,201812,0.514453453146158
"1562",271053884,201706,0.894494667600529
"1563",271202317,201812,0.795155488986996
"1564",271348133,201812,0.177365460102124
"1565",271359283,201812,0.966279358200081
"1566",271374749,201812,0.389361597363088
"1567",271427181,201812,0.124898818654727
"1568",271435687,201812,NA
"1569",271435687,201712,0.658307707119274
"1570",271476031,201812,0.890823773208559
"1571",271642425,201809,0
"1572",271660048,201812,0
"1573",271720590,201812,0.845452291235047
"1574",271747560,201812,0.0139986560840313
"1575",271761971,201812,0.839382721776673
"1576",271824650,201806,0.000282226408456194
"1577",271832686,201806,0.180283379613991
"1578",271916296,201712,0.00147970319194939
"1579",271916296,201812,0.000963743857569494
"1580",272012662,201810,0.962515757181476
"1581",272012662,201710,0.924294828907758
"1582",272070017,201809,0.111409431695717
"1583",272094434,201812,0
"1584",272095088,201812,0.74532772928012
"1585",272230034,201806,0.920465027725811
"1586",272327695,201812,0.890976998747937
"1587",272486781,201812,0.212779676316977
"1588",272669910,201812,0.774446209610817
"1589",272790053,201809,0.00670531374992559
"1590",272803038,201806,0
"1591",272810691,201808,0.890287639858853
"1592",272814156,201812,0
"1593",272877067,201812,0.773155881807036
"1594",272950701,201812,0.424793994689919
"1595",272975837,201812,0
"1596",273028186,201812,0.286221899359299
"1597",273156259,201812,0.0521948925508777
"1598",273267930,201812,0.206075485767476
"1599",273288425,201812,0.13145905580581
"1600",273292060,201812,0.859881656804734
"1601",273296964,201812,0.674886592635688
"1602",273306298,201812,0.888797164401259
"1603",273341860,201812,0.711532675805777
"1604",273416948,201812,0.256338034234968
"1605",273523909,201812,2.17881137067891e-05
"1606",273539886,201812,0
"1607",273566747,201812,0.125402182064494
"1608",273600343,201812,-0.00107879120543432
"1609",273648930,201809,0.831998300762694
"1610",273733278,201806,0.24509660418177
"1611",273741984,201812,0.974170899590191
"1612",273842364,201812,0.93789061244249
"1613",273874397,201812,0
"1614",273941355,201806,0.0670026641623171
"1615",274032617,201812,0.0301948162315252
"1616",274149384,201806,0.000885776423440359
"1617",274557571,201712,0.999063378083047
"1618",274557571,201812,1
"1619",274576805,201712,0.209308302473102
"1620",274584922,201812,0.872872755791587
"1621",274660632,201812,0.922187315592042
"1622",274673757,201805,0
"1623",275374482,201812,0
"1624",275551434,201806,0.611238305971182
"1625",300002632,201806,0.766298567416317
"1626",300009187,201906,0.898510901647148
"1627",300021150,201812,0
"1628",300034668,201812,0.879429302979188
"1629",300043311,201906,0.88191182179899
"1630",300054644,201812,0.92109428965054
"1631",300056876,201810,0.862853245840915
"1632",300087360,201906,0
"1633",300098608,201812,0.996517668264717
"1634",300103115,201809,0
"1635",300129998,201812,0
"1636",300137302,201906,0.553743742291228
"1637",300141120,201812,0.92260328732983
"1638",300141220,201812,0.940804178200677
"1639",300155183,201906,0
"1640",300160308,201812,0.953546926222583
"1641",300181961,201812,0.846221057908239
"1642",300183050,201812,0.848610289769367
"1643",300203259,201806,0.456722664742499
"1644",300205474,201806,0
"1645",300218330,201812,0
"1646",300218536,201812,0.00615556799104645
"1647",300246447,201812,0.918225351566554
"1648",300272104,201812,5.20306147126666e-05
"1649",300273769,201812,0.965218764427443
"1650",300283483,201812,0.734075295931846
"1651",300315618,201806,0.963404218439633
"1652",300394476,201812,0.594307112365803
"1653",300409593,201812,0
"1654",300419925,201806,0.265230858155271
"1655",300421837,201806,0.494050915073311
"1656",300445216,201806,0.998112249357915
"1657",300479115,201806,0.498592179153499
"1658",300479790,201812,0.886568635653319
"1659",300622312,201806,0.273287333661902
"1660",300630211,201907,0
"1661",300698663,201806,0.469290451151583
"1662",300931393,201812,NA
"1663",310502562,201812,0.896445088922502
"1664",310536655,201812,0.126568679642288
"1665",310648619,201812,0.778473927567974
"1666",310651750,201806,0.0591502780003007
"1667",310710683,201812,0.518398651610398
"1668",310713350,201806,0.0508409104452697
"1669",310714190,201812,0.385149184715236
"1670",310716914,201812,0.199680827790611
"1671",310718027,201803,0.154706690716711
"1672",310718042,201812,0.24158888088454
"1673",310718622,201810,0.328218770937805
"1674",310719367,201807,0.148574668744241
"1675",310720520,201812,0.237016121132464
"1676",310720523,201812,0.415593502034389
"1677",310723063,201906,0.30736346914206
"1678",310723686,201902,0.216658766801106
"1679",310723686,201802,0.239439950714117
"1680",310731111,201812,0.0365636194899543
"1681",310738285,201903,0.427029557063144
"1682",310811788,201806,0.0714455733259832
"1683",310831240,201812,0.0261671986661286
"1684",310859104,201812,0.257170100603262
"1685",310872922,201812,0.621927474917737
"1686",310885010,201812,0
"1687",310888163,201812,0
"1688",310896363,201812,0.455134601962356
"1689",310900246,201904,0.000305906198669799
"1690",310918399,201812,0
"1691",310921713,201812,0.0142095057419944
"1692",310930919,201812,NA
"1693",310933744,201812,0.608629197503394
"1694",310936872,201906,0.657390651546881
"1695",310936874,201906,NA
"1696",310939288,201809,0.938751691628596
"1697",310939742,201906,0.880162143844861
"1698",310941461,201906,0.59817741887376
"1699",310945928,201806,0.322497325073433
"1700",310950828,201812,0.0515199248402271
"1701",310954931,201812,NA
"1702",310958492,201809,0.924798296854179
"1703",310958493,201809,0.928378826045981
"1704",310958498,201809,0.72327959112658
"1705",310962007,201812,0.424037213298154
"1706",310968258,201809,0.603996595526595
"1707",310973498,201812,0
"1708",310978908,201809,0.321520700311051
"1709",310984856,201812,0
"1710",310984884,201812,0.799949833719294
"1711",310996010,201906,0.0434600188804587
"1712",311002999,201903,0.459584482739571
"1713",311002999,201803,0.540679195182931
"1714",311010792,201806,0.502668156679772
"1715",311010792,201906,0.469134167261245
"1716",311037325,201809,0.570362628830575
"1717",311037326,201906,0
"1718",311038581,201809,0.760765346085038
"1719",311046787,201809,0.631148847182888
"1720",311046788,201909,0.643183838354963
"1721",311046798,201906,0.572354184714957
"1722",311046821,201809,0.779745643213048
"1723",311046828,201809,0.789299960033541
"1724",311046830,201906,0.584817259747203
"1725",311046835,201906,0.715182480428562
"1726",311057335,201812,0.033431468118342
"1727",311064807,201812,0.32682792644449
"1728",311070541,201806,0.590192619087899
"1729",311070751,201808,0.863739427142289
"1730",311070754,201808,0.602500229450341
"1731",311070756,201808,0.622596234703864
"1732",311070763,201808,0.756342209483398
"1733",311070765,201906,0.753928835140634
"1734",311070769,201808,0.561774275042381
"1735",311070783,201907,0.644896282412039
"1736",311070789,201809,0
"1737",311070790,201808,0.730844506944981
"1738",311075744,201812,0.847363608961733
"1739",311092113,201812,0.3354513401801
"1740",311094791,201808,0.728727859978133
"1741",311094794,201808,0.748186166374131
"1742",311094807,201808,0.830449111047889
"1743",311094820,201906,0.5730167574219
"1744",311094828,201808,0.794314319267
"1745",311101401,201812,0.318916891654758
"1746",311104456,201806,0.127237071639101
"1747",311111703,201812,0.412219921303737
"1748",311119704,201812,0.247423081282457
"1749",311124220,201812,0.432261843829291
"1750",311129632,201812,0.91580139829847
"1751",311131825,201812,0.149971988795518
"1752",311132656,201907,0.781593766462856
"1753",311132659,201907,0.761429801143238
"1754",311132673,201907,0.60639920151757
"1755",311132675,201907,0.756963514901302
"1756",311132676,201907,0.796716256596096
"1757",311134099,201907,0.627833748391597
"1758",311145544,201806,0.0463281843890798
"1759",311148265,201806,0.664928987767835
"1760",311182333,201903,0.300276224379188
"1761",311185975,201806,0.0230600532709279
"1762",311190377,201812,0.883236087521231
"1763",311196894,201812,0.309957981583417
"1764",311197428,201907,NA
"1765",311208260,201812,0.282475586741472
"1766",311217994,201806,0.153844956192499
"1767",311240715,201806,0.445593803126502
"1768",311248889,201907,0.844088304379127
"1769",311248895,201808,0.792196579325832
"1770",311249522,201812,0.0198256374834605
"1771",311254635,201812,0
"1772",311254891,201909,0.750616190701334
"1773",311255250,201809,0.334989630692422
"1774",311272434,201812,0.598367872510713
"1775",311286856,201806,0.295216859915616
"1776",311288290,201907,0.761182523699268
"1777",311288291,201906,0.746819349567794
"1778",311288292,201907,0.559363660995939
"1779",311288296,201808,0.767147104383204
"1780",311288297,201808,0.842484750577291
"1781",311288298,201908,0.575485942702218
"1782",311299926,201812,0
"1783",311328514,201812,NA
"1784",311332390,201812,0.797931682787126
"1785",311333992,201806,0.17324785532515
"1786",311349995,201812,0.24057781878845
"1787",311351377,201907,0.770813235816064
"1788",311353685,201812,0.331945969415459
"1789",311355095,201812,0.977335019110317
"1790",311361781,201907,0.600147406639944
"1791",311361782,201907,0.795014336104293
"1792",311368189,201809,0
"1793",311373321,201906,0.647041607685547
"1794",311373323,201906,0.869070472348604
"1795",311373324,201906,0.652000231406137
"1796",311378504,201906,0.855387159855109
"1797",311380384,201812,0.334089894194429
"1798",311384497,201812,0.363810716016274
"1799",311385444,201812,0.361027361848625
"1800",311387771,201812,0.0061153388345749
"1801",311390350,201906,0.721762055998043
"1802",311390351,201906,0.931239654614271
"1803",311390353,201906,0.888627257542178
"1804",311402513,201806,0.0704635096284655
"1805",311417955,201809,0.88736320209871
"1806",311417956,201808,0.929098873815932
"1807",311417957,201809,0.833600304714038
"1808",311417958,201907,0.872886131999903
"1809",311423831,201809,0.934235396063356
"1810",311424905,201904,0.692397768191554
"1811",311427721,201907,0.875192000801168
"1812",311432146,201907,0.823961096675986
"1813",311443005,201812,0.956979086398184
"1814",311443536,201812,0.104540001731409
"1815",311445223,201812,0.0143714369974628
"1816",311445533,201812,0.625716198366345
"1817",311449419,201809,0.745662058197235
"1818",311449420,201908,0.85256309464122
"1819",311456153,201806,0.0795247908837435
"1820",311457626,201812,0.00920259387284186
"1821",311471273,201806,0
"1822",311472366,201806,0.711010828330468
"1823",311478436,201812,0
"1824",311480295,201806,0.835342728837487
"1825",311480310,201906,0.370142888274211
"1826",311483386,201812,0.597726580473282
"1827",311487833,201812,0.985434882526293
"1828",311499467,201906,0.828506360232367
"1829",311499472,201906,0.865530851866517
"1830",311499481,201906,0.829479734752043
"1831",311504057,201906,0.846315617619509
"1832",311519694,201812,0.324975935021395
"1833",311526415,201812,0.783364107178751
"1834",311528747,201812,NA
"1835",311531583,201812,0.947211712973677
"1836",311535241,201806,0.60130241819612
"1837",311545020,201812,0.321338640992409
"1838",311551853,201812,0.231100543250626
"1839",311561713,201808,0.512331874047139
"1840",311563638,201812,2.67318343198209e-05
"1841",311571336,201712,0.99088973892618
"1842",311572690,201812,0.510821010386096
"1843",311574101,201812,0.981283593275125
"1844",311577548,201906,0.887147186457698
"1845",311577549,201909,0.902244016795057
"1846",311577550,201808,0.907916090410668
"1847",311577551,201906,0.840725961474725
"1848",311578102,201806,0.300229495256611
"1849",311579335,201812,0.594507311879784
"1850",311580887,201812,0.311403216945138
"1851",311587415,201806,0.863921180894596
"1852",311587418,201806,0.934363076222887
"1853",311587420,201806,0.885317136106546
"1854",311587628,201812,0.520079453702209
"1855",311594625,201812,0.116039926419589
"1856",311595125,201812,0.792858366953235
"1857",311595197,201812,0
"1858",311595820,201812,0.0106254900034481
"1859",311604067,201812,0.933892381529844
"1860",311604543,201806,0
"1861",311605969,201806,0.253436198409693
"1862",311606940,201812,0
"1863",311612534,201812,0.901518369822193
"1864",311613251,201806,0.624242922780409
"1865",311616634,201812,0.270320533053335
"1866",311621632,201812,0
"1867",311624121,201809,0.571712941276261
"1868",311629436,201812,0
"1869",311636670,201906,0.761941979265215
"1870",311636675,201906,0.878124316475936
"1871",311636677,201906,0.908779744470946
"1872",311639629,201812,NA
"1873",311641324,201812,0.868117679962646
"1874",311645473,201806,0.917501481550144
"1875",311654224,201809,0.933071534679041
"1876",311656193,201812,0.676183582566887
"1877",311657868,201806,0.83721108460441
"1878",311660731,201906,0.930245489401962
"1879",311662259,201806,0.905922143115806
"1880",311663800,201812,0.858716358811516
"1881",311663821,201812,0.68583094341771
"1882",311669940,201906,0
"1883",311669940,201806,0
"1884",311674388,201812,0.957789712777242
"1885",311674463,201809,0.926436899001806
"1886",311682502,201812,7.02404820329428e-05
"1887",311683712,201806,0
"1888",311698129,201812,0.955538001574162
"1889",311699625,201906,0.93480954038381
"1890",311708526,201812,0.878432271189426
"1891",311715321,201806,0.833588895098628
"1892",311719434,201806,0.0268304385561327
"1893",311721455,201812,NA
"1894",311724109,201812,0.0424207131984596
"1895",311725375,201812,NA
"1896",311733348,201812,0.979499589982146
"1897",311737504,201812,0.23447208609815
"1898",311746031,201812,NA
"1899",311748289,201806,0.561421622307551
"1900",311758843,201806,0.487292304457461
"1901",311761439,201812,0.942871078796089
"1902",311762432,201812,0.122637799165671
"1903",311769211,201812,0.997842768348782
"1904",311780332,201806,0.951955891944364
"1905",311788086,201812,0.0217256976198127
"1906",311788086,201712,0
"1907",311802126,201906,0
"1908",311803590,201812,0
"1909",311809770,201809,0.541735329065336
"1910",311811615,201812,NA
"1911",311815055,201812,0.266884666413875
"1912",314379438,201812,0.832063555039267
"1913",314379453,201806,0.535687394276762
"1914",314379568,201806,0.571173742834959
"1915",316053035,201812,0.805420487562521
"1916",316059908,201812,0.208605004266801
"1917",320017919,201712,0
"1918",320026605,201812,0
"1919",320028598,201812,0.0523760689858122
"1920",320045239,201812,NA
"1921",320080849,201812,0.657590323404615
"1922",320087824,201812,0.943080092224493
"1923",320132713,201906,0.899817833312725
"1924",320156535,201809,0.376319312198685
"1925",320221793,201806,0.948429346773549
"1926",320223359,201812,0.942654203742132
"1927",320249698,201806,0.976483572966483
"1928",320468666,201812,0.861212121212121
"1929",330031099,201812,0.628852349469976
"1930",330061885,201906,0.305442427854484
"1931",330061885,201806,0.319691678086971
"1932",330209754,201812,0.00854829538629101
"1933",330227764,201806,0.873592154430739
"1934",330248725,201812,0.696279902541118
"1935",330259190,201806,0.310112804139641
"1936",330301538,201806,0.782670818208847
"1937",330317950,201812,0.0142027250678009
"1938",330327936,201812,0.841626439307004
"1939",330332711,201907,0.0711330606918871
"1940",330332711,201807,0.0467011436035508
"1941",330362163,201812,0.00759483666490812
"1942",330413518,201812,0.311981461243744
"1943",330416470,201806,0.123328918803741
"1944",330427434,201906,0.333024223982222
"1945",330427639,201812,0.23250182483836
"1946",330431719,201806,0.762680437348089
"1947",330435536,201806,0.338656549857602
"1948",330435536,201906,0.376796716478379
"1949",330462745,201812,0
"1950",330468093,201806,0.82265748004035
"1951",330477940,201908,NA
"1952",330477940,201808,NA
"1953",330489568,201806,0.273247035047842
"1954",330496692,201812,0.508695831317521
"1955",330503951,201812,0
"1956",330508577,201806,0.046419221271144
"1957",330515218,201812,0.771560219142148
"1958",330520445,201812,0
"1959",330521215,201812,0.334588806849534
"1960",330533809,201806,0.708494109682905
"1961",330534166,201812,0.848526414091381
"1962",330555563,201812,0.905028002785745
"1963",330556421,201812,NA
"1964",330571228,201812,0.866800885718114
"1965",330578620,201812,0.0231894348343069
"1966",330581194,201712,0.0630958078301974
"1967",330581194,201812,0.0611611786845676
"1968",330587567,201906,0
"1969",330599589,201812,0.947950241663159
"1970",330602025,201812,0.712881620294974
"1971",330620415,201812,0.00296162885791244
"1972",330623634,201812,0.777998241046769
"1973",330632974,201906,0
"1974",330633212,201812,0.956930718985833
"1975",330652246,201806,0.938614290803761
"1976",330656671,201812,0.764145786421865
"1977",330661980,201806,0.565795565123656
"1978",330673939,201812,0.000380874227423653
"1979",330676518,201806,0.5236345104842
"1980",330677091,201906,0.810749013873668
"1981",330677938,201809,0.153693884764935
"1982",330679258,201906,0.760402433993943
"1983",330694603,201812,0.575281618350961
"1984",330700485,201812,0.933519882311183
"1985",330702994,201812,0.700280210200067
"1986",330707525,201812,0
"1987",330709575,201812,0.447642743202984
"1988",330711110,201812,0
"1989",330718915,201906,0
"1990",330748145,201812,NA
"1991",330770481,201812,0.972465396721827
"1992",330792600,201812,0
"1993",330833640,201806,0.351873292206241
"1994",330839353,201812,0.000449462732262258
"1995",330839354,201812,0.0295381822358458
"1996",330839356,201812,0.00820612581138218
"1997",330843122,201806,0.943900855606567
"1998",330880696,201806,0.79196887273891
"1999",330895564,201812,0.00134314175748109
"2000",330913559,201812,0.269336444602813
"2001",330921487,201812,0
"2002",330932761,201806,0.187145747143196
"2003",330932761,201906,0.163174671394291
"2004",330935339,201903,0.950767055015447
"2005",330935692,201812,0.9299312981801
"2006",330944779,201812,0
"2007",330952543,201906,0
"2008",330998451,201812,0
"2009",331020194,201809,0.988277383296824
"2010",331021736,201812,0.386004353432558
"2011",331030838,201812,0
"2012",331055985,201806,0.919571769503983
"2013",331055985,201906,0.911918929103952
"2014",331084573,201812,0.00621232004894077
"2015",331095784,201812,0.00501231521571546
"2016",340714776,201806,0.32465629814142
"2017",340823464,201806,0.294697570425211
"2018",340965339,201812,0.188064709819954
"2019",340967140,201812,0.270755803832346
"2020",340967230,201902,0.193709773563702
"2021",340968029,201807,0.150157864618871
"2022",340969202,201812,0.362412089886421
"2023",340970561,201804,0.318106196684585
"2024",340971599,201812,0.191072119802212
"2025",340975934,201809,0.345054380768658
"2026",340978745,201906,0.958792376891116
"2027",340979210,201812,0.599228479577258
"2028",340979444,201812,0.219470892520977
"2029",341053534,201812,0.0485650583887508
"2030",341059824,201803,0.298172072201551
"2031",341080125,201812,0.379467589948848
"2032",341094249,201903,0
"2033",341166865,201806,0.124689644454848
"2034",341177633,201806,0.246278643116659
"2035",341177633,201906,0.638753975398314
"2036",341184478,201812,NA
"2037",341195813,201812,0.763121339647602
"2038",341200331,201812,0.447442526239285
"2039",341212421,201812,0.00666844642644706
"2040",341219024,201812,0.483575720141501
"2041",341230687,201812,0.0187422535167262
"2042",341234007,201812,0
"2043",341238020,201812,0.033219280470385
"2044",341254542,201906,0.753940493325709
"2045",341291205,201812,0.203120607895789
"2046",341301009,201812,0
"2047",341320658,201812,0.507170753547201
"2048",341326318,201806,0.189860340440744
"2049",341336972,201806,0.584927829453172
"2050",341344279,201806,0.137202183968641
"2051",341346763,201812,0.00120504428003221
"2052",341361233,201806,0.439520901654793
"2053",341365690,201812,0.135876443869924
"2054",341372076,201906,0.736803880274119
"2055",341372076,201806,0.275304669337772
"2056",341395246,201812,0.487411893898991
"2057",341400918,201806,0.831871355535577
"2058",341428128,201812,0.201880323342204
"2059",341430426,201812,NA
"2060",341446519,201812,0
"2061",341455487,201812,0.798540975307517
"2062",341485111,201812,0.221012379925978
"2063",341517533,201812,0.332683250460655
"2064",341518873,201903,0.322537760228502
"2065",341523396,201812,0.676341903528381
"2066",341535116,201907,0.586974636581883
"2067",341538753,201809,0
"2068",341539195,201907,0.858474478478838
"2069",341539197,201907,0.885897165274039
"2070",341539200,201907,0.740970662873899
"2071",341539201,201907,0.622236505155234
"2072",341590181,201812,0.0364363880324815
"2073",341590276,201806,0.912990781443651
"2074",341595372,201806,0.341530052163305
"2075",341596116,201812,0
"2076",341599720,201812,0.835368975352885
"2077",341605960,201807,0.0906453353496947
"2078",341611055,201806,0.00996895726321791
"2079",341617183,201812,0.047618581261836
"2080",341636679,201812,0.181442243735946
"2081",341647220,201812,0.00763462704346994
