"","ein","tax_pd","months_coh"
"1270",237102834,201803,47.2437916554658
"1271",237106474,201812,3781.00275482094
"1272",237113307,201903,10.1664944983905
"1273",237113307,201803,15.6412517467571
"1274",237115003,201806,204.701869747576
"1275",237117119,201812,96.4942168957033
"1276",237120670,201806,36.9180057684384
"1277",237121174,201812,74.0137315601919
"1278",237129398,201812,108.638808295966
"1279",237130295,201809,NA
"1280",237131204,201806,81.5898693989465
"1281",237131446,201906,50.3556052081659
"1282",237131446,201806,90.8101688696643
"1283",237138165,201812,36.4671640182799
"1284",237138692,201812,NA
"1285",237139963,201806,27.3699423262494
"1286",237148225,201904,17.9597655631237
"1287",237154645,201812,222.157124603779
"1288",237157433,201806,18.0974523868415
"1289",237164223,201812,67.5798205129346
"1290",237168031,201806,49.8391496566645
"1291",237169558,201812,221.418485758338
"1292",237173177,201812,NA
"1293",237179787,201806,46.2378817385335
"1294",237181388,201812,173.594543588385
"1295",237181440,201806,13.4389447105121
"1296",237187286,201812,86.0829007896485
"1297",237204495,201812,553.774063876652
"1298",237219506,201812,138.675066312997
"1299",237230453,201807,28.2648486249133
"1300",237230578,201812,350.53074728276
"1301",237232208,201812,116.029676946726
"1302",237235755,201806,139.99252870406
"1303",237236840,201812,43.3689559933714
"1304",237237898,201806,124.207026167414
"1305",237249368,201806,18.6274643894563
"1306",237254097,201806,82.6946348886793
"1307",237255988,201812,297.009738399847
"1308",237265066,201806,40.9714722840907
"1309",237279074,201906,38.4979587765484
"1310",237279074,201806,31.1175031218757
"1311",237285823,201812,NA
"1312",237292125,201806,-0.748321184640992
"1313",237293380,201812,5.53869744081257
"1314",237299143,201812,25.0881109036572
"1315",237299493,201806,28.6425737777435
"1316",237300017,201812,695.565888689408
"1317",237300355,201812,234.884562485179
"1318",237303018,201806,226.780471081201
"1319",237303789,201812,496.762815608263
"1320",237312901,201809,380.304992050874
"1321",237317490,201812,58.011988900302
"1322",237319371,201806,60.1350543820758
"1323",237319621,201806,38.3400904826499
"1324",237346733,201812,683.002247191011
"1325",237348835,201812,16.3610973729381
"1326",237353267,201812,172.833690133953
"1327",237354073,201806,42.3343214299854
"1328",237356022,201812,6.87668094527603
"1329",237362592,201812,94.0634085377886
"1330",237364935,201806,28.1550866269117
"1331",237367331,201806,108.99904912011
"1332",237368197,201812,2061.19928186715
"1333",237368244,201812,208.019329896907
"1334",237368656,201904,247.238614423623
"1335",237376130,201812,18.6998776887061
"1336",237376539,201806,5.23758710801394
"1337",237377602,201806,169.999076620431
"1338",237380888,201812,360.313559413124
"1339",237390996,201806,154.17071411397
"1340",237393720,201812,461.810838054851
"1341",237394320,201812,30.3617240298975
"1342",237398279,201812,1112.85833267856
"1343",237412908,201906,27.9953064298739
"1344",237412908,201806,196.341423828845
"1345",237414729,201812,67.0693250314632
"1346",237415846,201806,101.902250739385
"1347",237416304,201806,168.188715863407
"1348",237417424,201806,50.3599247688719
"1349",237421892,201812,79.6531257971568
"1350",237426312,201806,692.187166037551
"1351",237428011,201812,745.137378604605
"1352",237431255,201806,23.5931230797636
"1353",237431696,201906,391.899249917716
"1354",237443009,201803,5.47508550765369
"1355",237444508,201812,18.4213515781321
"1356",237447614,201906,53.0183227328251
"1357",237458273,201906,738.838224228743
"1358",239233412,201809,14.0829023179052
"1359",240795389,201806,69.6121504623023
"1360",240818341,201806,58.6368433726353
"1361",250965469,201806,166.481967576913
"1362",250965592,201806,94.2815470385304
"1363",250969422,201812,21.1034337194044
"1364",250989247,201806,5.68859641527405
"1365",251153028,201806,30.7458203819267
"1366",251155958,201806,9.84143794044731
"1367",251156265,201906,52.948398697673
"1368",251157381,201806,101.260429579211
"1369",251180898,201806,11.4870229159549
"1370",251193018,201806,932.341390480937
"1371",251201741,201812,376.04073011734
"1372",251201846,201806,54.6522527040427
"1373",251209938,201806,50.7840381988018
"1374",251211464,201906,29.9364443888402
"1375",251219610,201806,86.3080025312222
"1376",251232427,201812,108.753191978835
"1377",251290469,201812,61.9660705906887
"1378",251325425,201812,NA
"1379",251370668,201812,5.85854478163211
"1380",251372007,201812,24.2809073848484
"1381",251382510,201806,92.4017769353788
"1382",251383079,201806,36.8684543281585
"1383",251419017,201812,12248.0648648649
"1384",251427632,201812,NA
"1385",251429302,201809,NA
"1386",251433387,201812,31.5232772653283
"1387",251445441,201812,24.040187654546
"1388",251445713,201806,19.0744812485019
"1389",251461831,201812,16.5865672432824
"1390",251466052,201812,12.3982952673476
"1391",251471440,201809,68.1011376232425
"1392",251485031,201812,444.96644295302
"1393",251497792,201802,257.056786236366
"1394",251515795,201806,NA
"1395",251522733,201906,87.3134791605084
"1396",251524446,201806,NA
"1397",251534235,201812,23.2882873377847
"1398",251541548,201812,132.005159768548
"1399",251589088,201901,NA
"1400",251591350,201812,37.1355370749226
"1401",251592420,201806,18.7913866738345
"1402",251598389,201809,336.221058537498
"1403",251598402,201812,214.425101536991
"1404",251605762,201812,26.1427678876384
"1405",251626297,201812,6.52073595483796
"1406",251626784,201812,825.29579375848
"1407",251635121,201809,216.90699154845
"1408",251637937,201809,311.448318420241
"1409",251638640,201812,835.873925501433
"1410",251639115,201906,NA
"1411",251644683,201812,462.931402022411
"1412",251649514,201812,626.453905609744
"1413",251653363,201806,85.1259126898549
"1414",251657575,201812,179.290307867731
"1415",251672592,201812,6.40190093817854
"1416",251674112,201806,4.11569140839067
"1417",251689720,201806,103.74430813629
"1418",251694686,201906,255.273358626455
"1419",251696634,201812,113.672727272727
"1420",251698524,201904,NA
"1421",251701123,201806,27.7893369712407
"1422",251704924,201812,259.609756097561
"1423",251721080,201812,67.9325745569803
"1424",251722943,201806,30.9058754750073
"1425",251728614,201812,11.940754774539
"1426",251730915,201903,31.5151211570972
"1427",251739814,201806,NA
"1428",251740509,201806,NA
"1429",251743986,201812,NA
"1430",251757763,201812,32.3225477707006
"1431",251758628,201812,1.17519809471513
"1432",251758844,201812,884.829841594277
"1433",251762305,201806,493.458590628405
"1434",251780107,201812,6.7270700913705
"1435",251794823,201906,16.090655626901
"1436",251801884,201812,3130.41558441558
"1437",251807686,201806,47421.2
"1438",251818381,201809,71.5558873612777
"1439",251823770,201712,426.026717330642
"1440",251823770,201812,606.302730405584
"1441",251840807,201806,762.465268424091
"1442",251855442,201812,NA
"1443",251855490,201812,613.782743978959
"1444",251858580,201812,224.357761107905
"1445",251863996,201812,NA
"1446",251897698,201812,25.1559832185058
"1447",256068246,201809,31.0506433446863
"1448",256069264,201806,51.1187044604783
"1449",256069770,201806,54.042418658779
"1450",256084090,201806,134.122305140962
"1451",256085619,201906,20.0860568667967
"1452",260006476,201812,21.6940298507463
"1453",260078223,201812,12.6797180892717
"1454",260149985,201812,19905.0913348946
"1455",260217222,201812,0.429818316061493
"1456",260221046,201806,548.720930232558
"1457",260393656,201812,0.579782754227223
"1458",260421563,201812,730.064251738017
"1459",260452137,201812,167.75650605514
"1460",260614081,201812,108.610800905465
"1461",260679687,201812,NA
"1462",260762693,201812,NA
"1463",260762693,201612,NA
"1464",260762693,201712,NA
"1465",260833850,201812,1197.21732227206
"1466",261202901,201812,179.510755377689
"1467",261210093,201806,694.890173410405
"1468",261214312,201812,53.0434948492942
"1469",261245799,201812,44.8857839155158
"1470",261274843,201812,NA
"1471",261407469,201812,54.9623172857718
"1472",261409964,201812,14.3142482517483
"1473",261590829,201812,NA
"1474",261590898,201812,2217.70350404313
"1475",261665826,201812,NA
"1476",261666325,201812,1027.01908843007
"1477",261705219,201812,57.1536842105263
"1478",261712321,201806,37.7796893184233
"1479",261808937,201810,NA
"1480",261870077,201812,33.8648332060097
"1481",261876589,201812,NA
"1482",261931708,201712,NA
"1483",261947374,201806,8.83956021243117
"1484",261968933,201812,21614.28
"1485",261995944,201903,28.7872990829307
"1486",262051792,201812,NA
"1487",262058861,201803,65.9767658626412
"1488",262063489,201812,123.568860327015
"1489",262092132,201806,NA
"1490",262123010,201812,11437.4603174603
"1491",262167082,201809,15.4082840236686
"1492",262190732,201806,2249.69275362319
"1493",262191929,201812,1017.44389100498
"1494",262335395,201812,33807.4951456311
"1495",262352365,201812,38.5439481601481
"1496",262420702,201812,194.712667110989
"1497",262424174,201812,7707.87096774193
"1498",262541233,201806,256.482974415608
"1499",262665278,201909,NA
"1500",262665278,201809,NA
"1501",262699081,201812,38.7626789614171
"1502",262842736,201806,94.0642143649913
"1503",263100297,201809,14.6192177444694
"1504",263100372,201809,17.7664233576642
"1505",263120543,201812,NA
"1506",263128590,201806,662.078726227333
"1507",263187721,201812,NA
"1508",263188804,201806,16.0773059090955
"1509",263312955,201812,115.413936867183
"1510",263389252,201812,30.1762296460207
"1511",263443336,201806,16.8020641356432
"1512",263547211,201812,193.337366020463
"1513",263588414,201812,666.206896551724
"1514",263618867,201806,115.565311263044
"1515",263619775,201806,1.51300884261197
"1516",263836207,201812,15.1928244168288
"1517",263900335,201712,190.804664723032
"1518",263900335,201812,NA
"1519",263909820,201812,NA
"1520",263959619,201812,NA
"1521",264107739,201812,2.46291706387035
"1522",264117989,201812,48.1533516937784
"1523",264142930,201806,189.04672472978
"1524",264246183,201806,415.428803245436
"1525",264262998,201812,12.4824731818566
"1526",264271547,201812,1548.78571428571
"1527",264307457,201906,33.379377709196
"1528",264331988,201906,4.58145340448435
"1529",264374725,201806,91.2900678811434
"1530",264421601,201812,1140.70588235294
"1531",264468628,201812,4.77473684210526
"1532",264482725,201812,16.9229662900155
"1533",264498990,201812,16.2331945270672
"1534",264521206,201812,362.619518221124
"1535",264577399,201812,NA
"1536",264579045,201812,325.013388773389
"1537",264664616,201810,98.1087356242513
"1538",264810482,201812,NA
"1539",264826876,201812,0.582319555222056
"1540",270000343,201812,NA
"1541",270037508,201806,21.6144027316285
"1542",270049012,201806,2307.0961250524
"1543",270070164,201812,202.468029292819
"1544",270173489,201812,639.487580547447
"1545",270181645,201812,NA
"1546",270291691,201806,1950.76611883692
"1547",270449072,201806,NA
"1548",270517477,201806,NA
"1549",270580274,201812,65.9823284823285
"1550",270615239,201806,27.3084112149533
"1551",270625538,201806,49.6090584028605
"1552",270740203,201812,179.538581001409
"1553",270814295,201812,16302.5833333333
"1554",270819276,201806,110.036494280042
"1555",270829684,201812,554.021276595745
"1556",270829684,201712,NA
"1557",270858135,201809,NA
"1558",270947808,201806,434.539465015154
"1559",270975339,201809,4993.00601395237
"1560",270995580,201903,4.30397236614853
"1561",271037159,201812,28.2343310906144
"1562",271053884,201706,11.8289819874519
"1563",271202317,201812,147.40552676072
"1564",271348133,201812,2.74714285714286
"1565",271359283,201812,17.1153165418652
"1566",271374749,201812,57.936770245801
"1567",271427181,201812,NA
"1568",271435687,201812,NA
"1569",271435687,201712,NA
"1570",271476031,201812,2.62179370565763
"1571",271642425,201809,37612.2625
"1572",271660048,201812,1787.48955223881
"1573",271720590,201812,NA
"1574",271747560,201812,43.0106024096386
"1575",271761971,201812,18.5388186079495
"1576",271824650,201806,90.213408739676
"1577",271832686,201806,28.2913582537298
"1578",271916296,201712,NA
"1579",271916296,201812,11.6511683168317
"1580",272012662,201810,-8284.64
"1581",272012662,201710,726.139534883721
"1582",272070017,201809,NA
"1583",272094434,201812,329.717188823031
"1584",272095088,201812,34.5749385749386
"1585",272230034,201806,19.2405442445992
"1586",272327695,201812,383.533859576236
"1587",272486781,201812,97.0310072852068
"1588",272669910,201812,88.2679508126236
"1589",272790053,201809,330.412945121627
"1590",272803038,201806,NA
"1591",272810691,201808,265.132108486439
"1592",272814156,201812,278.608695652174
"1593",272877067,201812,NA
"1594",272950701,201812,20.6235215166513
"1595",272975837,201812,690.163822525597
"1596",273028186,201812,226.94163493841
"1597",273156259,201812,8684.79663157895
"1598",273267930,201812,148.45329877332
"1599",273288425,201812,-0.195491080180357
"1600",273292060,201812,NA
"1601",273296964,201812,183.013516760783
"1602",273306298,201812,NA
"1603",273341860,201812,206.167650531287
"1604",273416948,201812,843.355019629837
"1605",273523909,201812,63.8731350999068
"1606",273539886,201812,NA
"1607",273566747,201812,NA
"1608",273600343,201812,114.59967474638
"1609",273648930,201809,2084.46043165468
"1610",273733278,201806,NA
"1611",273741984,201812,0.431849071913987
"1612",273842364,201812,0.00768245838668374
"1613",273874397,201812,NA
"1614",273941355,201806,264.652271078501
"1615",274032617,201812,NA
"1616",274149384,201806,11413.8823529412
"1617",274557571,201712,NA
"1618",274557571,201812,NA
"1619",274576805,201712,14.961038961039
"1620",274584922,201812,2433.8495350803
"1621",274660632,201812,64.3311542939017
"1622",274673757,201805,NA
"1623",275374482,201812,989.435047174812
"1624",275551434,201806,1408.5404740761
"1625",300002632,201806,28.7553224841109
"1626",300009187,201906,11.7541268462207
"1627",300021150,201812,111.172902775728
"1628",300034668,201812,NA
"1629",300043311,201906,2.99714838936807
"1630",300054644,201812,89.4502145406424
"1631",300056876,201810,7.79728090027146
"1632",300087360,201906,NA
"1633",300098608,201812,NA
"1634",300103115,201809,7907.51334674715
"1635",300129998,201812,NA
"1636",300137302,201906,NA
"1637",300141120,201812,65.3225202744853
"1638",300141220,201812,21.5888403550796
"1639",300155183,201906,NA
"1640",300160308,201812,32.8917324802559
"1641",300181961,201812,90.5363995101374
"1642",300183050,201812,25.1086348240145
"1643",300203259,201806,48.0148510674205
"1644",300205474,201806,573.528892160471
"1645",300218330,201812,88.5816
"1646",300218536,201812,26.5489005700748
"1647",300246447,201812,2708.53846153846
"1648",300272104,201812,205.813097554785
"1649",300273769,201812,8.91491664862524
"1650",300283483,201812,8.12395453570663
"1651",300315618,201806,9.4676356720777
"1652",300394476,201812,3.66999474513925
"1653",300409593,201812,NA
"1654",300419925,201806,28.2658910501121
"1655",300421837,201806,39.2148962655602
"1656",300445216,201806,NA
"1657",300479115,201806,514.290410958904
"1658",300479790,201812,15.7455243890395
"1659",300622312,201806,521.44482929243
"1660",300630211,201907,100.554757904384
"1661",300698663,201806,31.3759614542138
"1662",300931393,201812,NA
"1663",310502562,201812,9.52826033189254
"1664",310536655,201812,13.5478207677877
"1665",310648619,201812,35.6700137917685
"1666",310651750,201806,49.0950339897089
"1667",310710683,201812,30.4832457721905
"1668",310713350,201806,23.5728955527025
"1669",310714190,201812,10.8696598663336
"1670",310716914,201812,37.5025313646662
"1671",310718027,201803,45.2570942262174
"1672",310718042,201812,179.783670636952
"1673",310718622,201810,83.0730954844824
"1674",310719367,201807,96.2567042486783
"1675",310720520,201812,58.0655251665162
"1676",310720523,201812,36.5793078741583
"1677",310723063,201906,50.4937073351792
"1678",310723686,201902,20.0804570378756
"1679",310723686,201802,22.5336867819404
"1680",310731111,201812,22.7953424116834
"1681",310738285,201903,34.4608977190755
"1682",310811788,201806,18.3694411975357
"1683",310831240,201812,16.8295720379316
"1684",310859104,201812,18.1220565228875
"1685",310872922,201812,37.9729333458744
"1686",310885010,201812,252.188566414248
"1687",310888163,201812,NA
"1688",310896363,201812,651.880971025842
"1689",310900246,201904,657.937595495947
"1690",310918399,201812,76.5206648297929
"1691",310921713,201812,12.5727562205603
"1692",310930919,201812,NA
"1693",310933744,201812,-126770.264150943
"1694",310936872,201906,209.29730255164
"1695",310936874,201906,NA
"1696",310939288,201809,1853.17557251908
"1697",310939742,201906,19.8948584794019
"1698",310941461,201906,82.6455291427727
"1699",310945928,201806,164.487215014485
"1700",310950828,201812,113.710170096165
"1701",310954931,201812,NA
"1702",310958492,201809,57.509015450075
"1703",310958493,201809,64.2796809009855
"1704",310958498,201809,237.016640986133
"1705",310962007,201812,241.843796408802
"1706",310968258,201809,25.4569789674952
"1707",310973498,201812,18.7199559323071
"1708",310978908,201809,141.712207529146
"1709",310984856,201812,NA
"1710",310984884,201812,NA
"1711",310996010,201906,31.1811553561413
"1712",311002999,201903,40.6431900072063
"1713",311002999,201803,43.0859271082735
"1714",311010792,201806,29.981849944124
"1715",311010792,201906,42.0032504591188
"1716",311037325,201809,264.291578570732
"1717",311037326,201906,NA
"1718",311038581,201809,95.9183218031689
"1719",311046787,201809,311.982738248138
"1720",311046788,201909,31.1356993736952
"1721",311046798,201906,364.353074960814
"1722",311046821,201809,116.037426182989
"1723",311046828,201809,91.396336996337
"1724",311046830,201906,17.7634080674752
"1725",311046835,201906,297.74861553952
"1726",311057335,201812,460.843697232215
"1727",311064807,201812,108.946912084212
"1728",311070541,201806,44.8600617627702
"1729",311070751,201808,35.4833324119631
"1730",311070754,201808,259.334937650405
"1731",311070756,201808,202.494190372617
"1732",311070763,201808,144.624206349206
"1733",311070765,201906,3.03456838021339
"1734",311070769,201808,69.4520097232794
"1735",311070783,201907,275.966763285024
"1736",311070789,201809,NA
"1737",311070790,201808,107.783987698616
"1738",311075744,201812,513.745979558287
"1739",311092113,201812,61.3850027070926
"1740",311094791,201808,77.930710044918
"1741",311094794,201808,58.0036590751372
"1742",311094807,201808,86.4083371241884
"1743",311094820,201906,639.05592516962
"1744",311094828,201808,289.913502806207
"1745",311101401,201812,54.0143653436085
"1746",311104456,201806,274.276889375685
"1747",311111703,201812,146.369693899703
"1748",311119704,201812,3083.64168618267
"1749",311124220,201812,75.0076845589293
"1750",311129632,201812,231.58993006993
"1751",311131825,201812,NA
"1752",311132656,201907,35.9874472819048
"1753",311132659,201907,38.3522399009583
"1754",311132673,201907,1.4922666390321
"1755",311132675,201907,188.091817092217
"1756",311132676,201907,67.0697674418605
"1757",311134099,201907,49.0085393258427
"1758",311145544,201806,260.906415504012
"1759",311148265,201806,4173.31491712707
"1760",311182333,201903,505.915853998328
"1761",311185975,201806,39.9344289054198
"1762",311190377,201812,NA
"1763",311196894,201812,45.1226191436174
"1764",311197428,201907,NA
"1765",311208260,201812,27.5275500391608
"1766",311217994,201806,37.0653436973294
"1767",311240715,201806,227.401459363126
"1768",311248889,201907,72.1323738527169
"1769",311248895,201808,74.5833083678908
"1770",311249522,201812,NA
"1771",311254635,201812,10.0940407993986
"1772",311254891,201909,8.32885124404447
"1773",311255250,201809,75.6377802787637
"1774",311272434,201812,55.5170611727287
"1775",311286856,201806,378.019702730729
"1776",311288290,201907,1.16069465816663
"1777",311288291,201906,184.262456273045
"1778",311288292,201907,512.666666666667
"1779",311288296,201808,75.4048065863551
"1780",311288297,201808,20.5259031006686
"1781",311288298,201908,27.7967642246864
"1782",311299926,201812,NA
"1783",311328514,201812,NA
"1784",311332390,201812,88.2379042942184
"1785",311333992,201806,89.5098390964771
"1786",311349995,201812,83.3768773533927
"1787",311351377,201907,113.299523572495
"1788",311353685,201812,255.630575278432
"1789",311355095,201812,NA
"1790",311361781,201907,31.670705901802
"1791",311361782,201907,111.820828667413
"1792",311368189,201809,NA
"1793",311373321,201906,116.661404554668
"1794",311373323,201906,97.8805688693329
"1795",311373324,201906,105.484654731458
"1796",311378504,201906,244.423783783784
"1797",311380384,201812,232.775440375111
"1798",311384497,201812,2.27620840525446
"1799",311385444,201812,107.745939479579
"1800",311387771,201812,0.225794313471221
"1801",311390350,201906,49.0382809565544
"1802",311390351,201906,40.7500292760615
"1803",311390353,201906,1.31196598339284
"1804",311402513,201806,30.625658833013
"1805",311417955,201809,18.4821846271011
"1806",311417956,201808,36.5206475832942
"1807",311417957,201809,64.9661909778757
"1808",311417958,201907,48.2991663358476
"1809",311423831,201809,53.272439838398
"1810",311424905,201904,5.76304502854207
"1811",311427721,201907,8.33076842728317
"1812",311432146,201907,245.75800446761
"1813",311443005,201812,2896.29850746269
"1814",311443536,201812,NA
"1815",311445223,201812,27.1901484775366
"1816",311445533,201812,20.4505034482023
"1817",311449419,201809,233.183013904547
"1818",311449420,201908,83.2273838630807
"1819",311456153,201806,0.507555201469062
"1820",311457626,201812,118.412934871469
"1821",311471273,201806,59.8564593301435
"1822",311472366,201806,47.0893202209859
"1823",311478436,201812,3.05812220566319
"1824",311480295,201806,46.4156583629893
"1825",311480310,201906,13936.6950269623
"1826",311483386,201812,92.8761799844251
"1827",311487833,201812,5.29263819753733
"1828",311499467,201906,7.80900932299381
"1829",311499472,201906,7.31799918156826
"1830",311499481,201906,157.923946198762
"1831",311504057,201906,66.2379958246347
"1832",311519694,201812,615.618059159315
"1833",311526415,201812,14.5184207792392
"1834",311528747,201812,NA
"1835",311531583,201812,34.8898166393908
"1836",311535241,201806,199.002117251953
"1837",311545020,201812,9648.34285714286
"1838",311551853,201812,26.6619252418431
"1839",311561713,201808,237.867030078847
"1840",311563638,201812,NA
"1841",311571336,201712,1.98166847910517
"1842",311572690,201812,463.617067974953
"1843",311574101,201812,4.89760405380084
"1844",311577548,201906,96.1115758183264
"1845",311577549,201909,1.60674421890454
"1846",311577550,201808,17.9236854757638
"1847",311577551,201906,11.3586502271252
"1848",311578102,201806,17.9410184277902
"1849",311579335,201812,3.78044660310887
"1850",311580887,201812,325.337299771167
"1851",311587415,201806,4.0607513988809
"1852",311587418,201806,1.83833044746195
"1853",311587420,201806,5.91923990498812
"1854",311587628,201812,259.459034124709
"1855",311594625,201812,246.238946378175
"1856",311595125,201812,38.6552220434904
"1857",311595197,201812,63438.3428571429
"1858",311595820,201812,123.7607960199
"1859",311604067,201812,45.1202319587629
"1860",311604543,201806,2411.97091614154
"1861",311605969,201806,73.101615022023
"1862",311606940,201812,NA
"1863",311612534,201812,53.5022957271364
"1864",311613251,201806,253.543726235741
"1865",311616634,201812,184.923335368256
"1866",311621632,201812,40.7153302258343
"1867",311624121,201809,169.380195127073
"1868",311629436,201812,-0.209844757704759
"1869",311636670,201906,355.861419300816
"1870",311636675,201906,15.4247700394218
"1871",311636677,201906,172.388969521045
"1872",311639629,201812,NA
"1873",311641324,201812,731.84205655527
"1874",311645473,201806,49.6319503296194
"1875",311654224,201809,1.7232265952189
"1876",311656193,201812,2457.77380952381
"1877",311657868,201806,1292.01649484536
"1878",311660731,201906,54.0949316170555
"1879",311662259,201806,22.8846503178928
"1880",311663800,201812,113.986079390973
"1881",311663821,201812,93.1834527334373
"1882",311669940,201906,NA
"1883",311669940,201806,NA
"1884",311674388,201812,14.6413278806832
"1885",311674463,201809,533.511111111111
"1886",311682502,201812,2.70471185911275
"1887",311683712,201806,812.178830722201
"1888",311698129,201812,11.3263809678996
"1889",311699625,201906,39.9987934544906
"1890",311708526,201812,133.631375235486
"1891",311715321,201806,15.2503353903944
"1892",311719434,201806,38.0382214747481
"1893",311721455,201812,NA
"1894",311724109,201812,99.5654662275255
"1895",311725375,201812,NA
"1896",311733348,201812,NA
"1897",311737504,201812,NA
"1898",311746031,201812,NA
"1899",311748289,201806,405.706408445969
"1900",311758843,201806,532.550858099623
"1901",311761439,201812,16.0031573571064
"1902",311762432,201812,2761.7260542661
"1903",311769211,201812,NA
"1904",311780332,201806,1.12012987012987
"1905",311788086,201812,73.8774631613935
"1906",311788086,201712,57.7137908638233
"1907",311802126,201906,NA
"1908",311803590,201812,25.0491717065475
"1909",311809770,201809,1.44448783108781
"1910",311811615,201812,NA
"1911",311815055,201812,18.4247122249745
"1912",314379438,201812,32.8584819264128
"1913",314379453,201806,26.7253576563025
"1914",314379568,201806,18.2309625707057
"1915",316053035,201812,22.1304570536583
"1916",316059908,201812,46.9167243533843
"1917",320017919,201712,21.8929982046679
"1918",320026605,201812,2.41752340033758
"1919",320028598,201812,230.438192419825
"1920",320045239,201812,NA
"1921",320080849,201812,14.5292079799307
"1922",320087824,201812,1.67533066748693
"1923",320132713,201906,13.4616792678074
"1924",320156535,201809,246.371194000905
"1925",320221793,201806,38.9776908023483
"1926",320223359,201812,13.9718533201189
"1927",320249698,201806,5.25506261575636
"1928",320468666,201812,NA
"1929",330031099,201812,121.449173982373
"1930",330061885,201906,19.8333014155786
"1931",330061885,201806,18.928148383184
"1932",330209754,201812,784.12076427742
"1933",330227764,201806,NA
"1934",330248725,201812,113.941353259827
"1935",330259190,201806,27.4058418000069
"1936",330301538,201806,43.0139954403995
"1937",330317950,201812,249.149880927851
"1938",330327936,201812,NA
"1939",330332711,201907,576.087092451987
"1940",330332711,201807,973.64310833806
"1941",330362163,201812,793.295847463656
"1942",330413518,201812,241.413488919153
"1943",330416470,201806,31.9565972384595
"1944",330427434,201906,2155.19215415082
"1945",330427639,201812,37.6304890100665
"1946",330431719,201806,49.8412430594413
"1947",330435536,201806,129.78722896597
"1948",330435536,201906,156.601908895305
"1949",330462745,201812,NA
"1950",330468093,201806,202.277493188011
"1951",330477940,201908,NA
"1952",330477940,201808,NA
"1953",330489568,201806,1077.38702144222
"1954",330496692,201812,13.061368761137
"1955",330503951,201812,NA
"1956",330508577,201806,NA
"1957",330515218,201812,25.1149790947101
"1958",330520445,201812,NA
"1959",330521215,201812,51.5409573291294
"1960",330533809,201806,53.6326277428859
"1961",330534166,201812,57.1304556227199
"1962",330555563,201812,837.676363636364
"1963",330556421,201812,NA
"1964",330571228,201812,15.6925615684024
"1965",330578620,201812,15.0157617080773
"1966",330581194,201712,0.654207920792079
"1967",330581194,201812,0.465605194002164
"1968",330587567,201906,268.763212999414
"1969",330599589,201812,0.867214871934343
"1970",330602025,201812,101.294694729518
"1971",330620415,201812,203.652614447273
"1972",330623634,201812,280.991877581571
"1973",330632974,201906,907.962632817514
"1974",330633212,201812,67.2377284836336
"1975",330652246,201806,25.2286472148541
"1976",330656671,201812,19.7227673341923
"1977",330661980,201806,71.9864951419421
"1978",330673939,201812,NA
"1979",330676518,201806,250.934566847802
"1980",330677091,201906,48.2398213096124
"1981",330677938,201809,3.72988558352403
"1982",330679258,201906,33.3149015079278
"1983",330694603,201812,12.6802645607429
"1984",330700485,201812,3.86339233140522
"1985",330702994,201812,319.509978724042
"1986",330707525,201812,NA
"1987",330709575,201812,262.193964405468
"1988",330711110,201812,268.016599632212
"1989",330718915,201906,NA
"1990",330748145,201812,NA
"1991",330770481,201812,1.56935257112129
"1992",330792600,201812,34.877245508982
"1993",330833640,201806,346.704779429047
"1994",330839353,201812,NA
"1995",330839354,201812,140.102530180255
"1996",330839356,201812,NA
"1997",330843122,201806,168.022556390977
"1998",330880696,201806,202.32851032851
"1999",330895564,201812,18281.2162162162
"2000",330913559,201812,13.0203278800244
"2001",330921487,201812,901.559440559441
"2002",330932761,201806,1002.83544303797
"2003",330932761,201906,525.248508946322
"2004",330935339,201903,NA
"2005",330935692,201812,77.2651652145323
"2006",330944779,201812,37689.1792828685
"2007",330952543,201906,NA
"2008",330998451,201812,0
"2009",331020194,201809,1.43541375269346
"2010",331021736,201812,435.522666666667
"2011",331030838,201812,2006.55248157931
"2012",331055985,201806,NA
"2013",331055985,201906,NA
"2014",331084573,201812,353.063596188932
"2015",331095784,201812,190.336337272756
"2016",340714776,201806,166.944609170212
"2017",340823464,201806,86.9909554132826
"2018",340965339,201812,26.6407449731542
"2019",340967140,201812,36.9269001419251
"2020",340967230,201902,37.1893831469892
"2021",340968029,201807,20.23453778884
"2022",340969202,201812,28.8198044398948
"2023",340970561,201804,21.9089960738198
"2024",340971599,201812,57.1850652825342
"2025",340975934,201809,23.9424888271638
"2026",340978745,201906,103.922631470649
"2027",340979210,201812,88.1024496925042
"2028",340979444,201812,21.4911113742272
"2029",341053534,201812,58.610106171441
"2030",341059824,201803,206.310691270064
"2031",341080125,201812,158.904283087411
"2032",341094249,201903,NA
"2033",341166865,201806,1047.46561505018
"2034",341177633,201806,114.141839447103
"2035",341177633,201906,56.3309511169192
"2036",341184478,201812,NA
"2037",341195813,201812,351.859569648924
"2038",341200331,201812,47.132071493701
"2039",341212421,201812,130.259140250352
"2040",341219024,201812,15.0459283387622
"2041",341230687,201812,24.1258010233262
"2042",341234007,201812,4033.41090909091
"2043",341238020,201812,91.6859960552268
"2044",341254542,201906,101.623087841035
"2045",341291205,201812,426.142598811677
"2046",341301009,201812,21.4805199944597
"2047",341320658,201812,48.7670011232741
"2048",341326318,201806,86.6028785728765
"2049",341336972,201806,8.81395337730379
"2050",341344279,201806,500.966462315182
"2051",341346763,201812,58.160017486523
