"","ein","tax_pd","debt_mgmnt_ratio"
"1406",251626784,201812,0.00270605686758313
"1407",251635121,201809,1.49095748606521
"1408",251637937,201809,-12.6540238782164
"1409",251638640,201812,0.184933596133089
"1410",251639115,201906,0.000101111370614472
"1411",251644683,201812,8.76556584323575
"1412",251649514,201812,0.141722859851501
"1413",251653363,201806,4.49085085780967
"1414",251657575,201812,0.0159469815897522
"1415",251672592,201812,-1.24742401262319
"1416",251674112,201806,171.901872175597
"1417",251689720,201806,1.19823768359119
"1418",251694686,201906,0.0569812565515095
"1419",251696634,201812,0.347054053246035
"1420",251698524,201904,0
"1421",251701123,201806,4.53507302672784
"1422",251704924,201812,0.0129455969183164
"1423",251721080,201812,-0.192865556933338
"1424",251722943,201806,-4.14782756279701
"1425",251728614,201812,-1.66136777114732
"1426",251730915,201903,-2.24122133483989
"1427",251739814,201806,0.0820660856322905
"1428",251740509,201806,0.5940037828182
"1429",251743986,201812,0
"1430",251757763,201812,0.590477145651029
"1431",251758628,201812,1.06951877073482
"1432",251758844,201812,0.152948610891692
"1433",251762305,201806,0.404006026873084
"1434",251780107,201812,0.89419015860638
"1435",251794823,201906,-1.96459790415083
"1436",251801884,201812,0.0316914643891097
"1437",251807686,201806,1.42284654608325
"1438",251818381,201809,0.179596377195419
"1439",251823770,201712,0.866439061595332
"1440",251823770,201812,0.813264980282169
"1441",251840807,201806,-1.69169733648996
"1442",251855442,201812,NA
"1443",251855490,201812,1.01234064501654
"1444",251858580,201812,3.16947625788187
"1445",251863996,201812,0.0645437638203465
"1446",251897698,201812,-11.9928389893094
"1447",256068246,201809,0.447406290890967
"1448",256069264,201806,0.437260749824401
"1449",256069770,201806,4.92556433845526
"1450",256084090,201806,1.12735263084032
"1451",256085619,201906,3.88860974688326
"1452",260006476,201812,0.24326541208141
"1453",260078223,201812,-4.9009608730533
"1454",260149985,201812,0.000310729067176059
"1455",260217222,201812,-25.8355585438479
"1456",260221046,201806,0.00482415381120542
"1457",260393656,201812,-1.31994455916047
"1458",260421563,201812,1.07089963971505
"1459",260452137,201812,0.676893688624076
"1460",260614081,201812,1.08479354883186
"1461",260679687,201812,NA
"1462",260762693,201812,NA
"1463",260762693,201612,NA
"1464",260762693,201712,NA
"1465",260833850,201812,3.34571343606558
"1466",261202901,201812,2.30102715884525
"1467",261210093,201806,-5.52318147844691
"1468",261214312,201812,NA
"1469",261245799,201812,0.105800854886951
"1470",261274843,201812,NA
"1471",261407469,201812,0.0174995284278625
"1472",261409964,201812,-2.23817622298883
"1473",261590829,201812,NA
"1474",261590898,201812,NA
"1475",261665826,201812,0.0335204831450354
"1476",261666325,201812,0.0118186819890561
"1477",261705219,201812,0.0107241941591512
"1478",261712321,201806,0.0188366912767116
"1479",261808937,201810,NA
"1480",261870077,201812,4.37956874356204
"1481",261876589,201812,0.00344937807713269
"1482",261931708,201712,NA
"1483",261947374,201806,-1.1999605321734
"1484",261968933,201812,-6.94445175073282
"1485",261995944,201903,-6.0071715865153
"1486",262051792,201812,0.0643886068477105
"1487",262058861,201803,NA
"1488",262063489,201812,0.868146063667845
"1489",262092132,201806,131.408176595263
"1490",262123010,201812,1.54207262201402
"1491",262167082,201809,-0.0689198777927698
"1492",262190732,201806,113.194398140025
"1493",262191929,201812,0.761653066626768
"1494",262335395,201812,3.1188630603634
"1495",262352365,201812,0.276302347508491
"1496",262420702,201812,0.0118058612280188
"1497",262424174,201812,1588.86324786325
"1498",262541233,201806,0.33202320864911
"1499",262665278,201909,0.0423518896833504
"1500",262665278,201809,0.0361930148464555
"1501",262699081,201812,1.24538043942294
"1502",262842736,201806,0.252805836139169
"1503",263100297,201809,-6.21014442653314
"1504",263100372,201809,-4.11708914866131
"1505",263120543,201812,0
"1506",263128590,201806,0.0148307678852545
"1507",263187721,201812,NA
"1508",263188804,201806,NA
"1509",263312955,201812,5.43568662479275
"1510",263389252,201812,11.048413768297
"1511",263443336,201806,1.5902614480198
"1512",263547211,201812,0.971469682172459
"1513",263588414,201812,-7.48248573498777
"1514",263618867,201806,0.0610133253214296
"1515",263619775,201806,1.49421855517456
"1516",263836207,201812,1.14012677124249
"1517",263900335,201712,NA
"1518",263900335,201812,NA
"1519",263909820,201812,0.259134315923424
"1520",263959619,201812,NA
"1521",264107739,201812,-3.06501987189003
"1522",264117989,201812,0.74868234169865
"1523",264142930,201806,-17.7668107372793
"1524",264246183,201806,0.119671750352761
"1525",264262998,201812,-8.70584687589096
"1526",264271547,201812,16.0208028067279
"1527",264307457,201906,-61.1882615636789
"1528",264331988,201906,0.00928331974235231
"1529",264374725,201806,0.769896166714815
"1530",264421601,201812,-4.97409646544683
"1531",264468628,201812,0.076745330020307
"1532",264482725,201812,0.798081627276833
"1533",264498990,201812,0.26092251704086
"1534",264521206,201812,1.09859589458806
"1535",264577399,201812,-15.0479883925841
"1536",264579045,201812,2.91240684198431
"1537",264664616,201810,NA
"1538",264810482,201812,NA
"1539",264826876,201812,4.02566270630444
"1540",270000343,201812,NA
"1541",270037508,201806,-64.6273758591238
"1542",270049012,201806,0.0853199901684576
"1543",270070164,201812,0.0979504117274455
"1544",270173489,201812,0.0178894438323188
"1545",270181645,201812,0
"1546",270291691,201806,0.00123644753460803
"1547",270449072,201806,0
"1548",270517477,201806,0.0154561339883288
"1549",270580274,201812,0.818571797376705
"1550",270615239,201806,1.86235306386973
"1551",270625538,201806,0.0128221129232329
"1552",270740203,201812,0.0627602069431661
"1553",270814295,201812,0.139778712652485
"1554",270819276,201806,0.119028595221751
"1555",270829684,201812,NA
"1556",270829684,201712,NA
"1557",270858135,201809,NA
"1558",270947808,201806,NA
"1559",270975339,201809,0.0733204941658199
"1560",270995580,201903,0.0347262641157364
"1561",271037159,201812,2.97836665909263
"1562",271053884,201706,4.00593694369392
"1563",271202317,201812,2.85287382927958
"1564",271348133,201812,-10.291821381859
"1565",271359283,201812,-52.7675529926851
"1566",271374749,201812,NA
"1567",271427181,201812,NA
"1568",271435687,201812,NA
"1569",271435687,201712,0
"1570",271476031,201812,NA
"1571",271642425,201809,0.000319146708084817
"1572",271660048,201812,0.208030484234514
"1573",271720590,201812,NA
"1574",271747560,201812,2.7291695062751
"1575",271761971,201812,2.02606417464555
"1576",271824650,201806,2.27812201387054
"1577",271832686,201806,0.672311103696698
"1578",271916296,201712,0.412194605695139
"1579",271916296,201812,0.685683605155441
"1580",272012662,201810,0.120150096449445
"1581",272012662,201710,0.152682278570518
"1582",272070017,201809,0.000275385915111986
"1583",272094434,201812,0.0356883838994319
"1584",272095088,201812,3.25335353215858
"1585",272230034,201806,0.955728932400711
"1586",272327695,201812,-5.34163756902678
"1587",272486781,201812,0.107857653094357
"1588",272669910,201812,NA
"1589",272790053,201809,0.0374247500966147
"1590",272803038,201806,5.00475352402257
"1591",272810691,201808,0.1801923521937
"1592",272814156,201812,0.185049612128931
"1593",272877067,201812,NA
"1594",272950701,201812,-4.05834538728383
"1595",272975837,201812,NA
"1596",273028186,201812,1.00487419548845
"1597",273156259,201812,0.796374535935661
"1598",273267930,201812,0.474835738880462
"1599",273288425,201812,NA
"1600",273292060,201812,0.462150208680846
"1601",273296964,201812,2.63095445386931
"1602",273306298,201812,0
"1603",273341860,201812,NA
"1604",273416948,201812,1.46206008037579
"1605",273523909,201812,1.3939638649475
"1606",273539886,201812,0.0332602162911865
"1607",273566747,201812,0.398888719565804
"1608",273600343,201812,0.0955817687313075
"1609",273648930,201809,-14.1316850594228
"1610",273733278,201806,-1.8262302750488
"1611",273741984,201812,0.0151229776904778
"1612",273842364,201812,0.00832489593880077
"1613",273874397,201812,NA
"1614",273941355,201806,0.334902506872947
"1615",274032617,201812,0.00192340785567809
"1616",274149384,201806,0.286142998069565
"1617",274557571,201712,NA
"1618",274557571,201812,NA
"1619",274576805,201712,0.198339702938418
"1620",274584922,201812,-124.902408376963
"1621",274660632,201812,3.62404962105048
"1622",274673757,201805,0
"1623",275374482,201812,0.153724151994022
"1624",275551434,201806,-4.99393331584963
"1625",300002632,201806,0.363995842014257
"1626",300009187,201906,-7.88911044353199
"1627",300021150,201812,0.479098562339625
"1628",300034668,201812,104.888991187689
"1629",300043311,201906,NA
"1630",300054644,201812,-3.45968548151667
"1631",300056876,201810,2.34592807309294
"1632",300087360,201906,-1.31017699115044
"1633",300098608,201812,NA
"1634",300103115,201809,3.1656399812088
"1635",300129998,201812,NA
"1636",300137302,201906,NA
"1637",300141120,201812,4.04141811166768
"1638",300141220,201812,-7.65372689706334
"1639",300155183,201906,4.65765890898615
"1640",300160308,201812,0.0237780318602665
"1641",300181961,201812,0.189478415855109
"1642",300183050,201812,0.0811667553074042
"1643",300203259,201806,1.38690786585983
"1644",300205474,201806,0.0324759908305282
"1645",300218330,201812,-78.0605206073753
"1646",300218536,201812,1.35493081484735
"1647",300246447,201812,-6.23839991397387
"1648",300272104,201812,2.12163186570109
"1649",300273769,201812,-3.53546436840751
"1650",300283483,201812,0.503830167399541
"1651",300315618,201806,-0.0282667644288811
"1652",300394476,201812,-0.0112512342065899
"1653",300409593,201812,NA
"1654",300419925,201806,0.451485527731675
"1655",300421837,201806,0.44673182388581
"1656",300445216,201806,0.26663749195938
"1657",300479115,201806,0.0166192899830589
"1658",300479790,201812,-0.244368585846153
"1659",300622312,201806,0.0749384122274907
"1660",300630211,201907,0.135509376164259
"1661",300698663,201806,0.225928703531706
"1662",300931393,201812,NA
"1663",310502562,201812,16.8142321660937
"1664",310536655,201812,0.815862500643719
"1665",310648619,201812,0.103422431924847
"1666",310651750,201806,0.34679674358777
"1667",310710683,201812,1.62906343578422
"1668",310713350,201806,0.491548871547579
"1669",310714190,201812,2.6228605574673
"1670",310716914,201812,1.17551531128558
"1671",310718027,201803,21.6978402034797
"1672",310718042,201812,0.127395401342396
"1673",310718622,201810,0.467201038129167
"1674",310719367,201807,0.275341910009344
"1675",310720520,201812,1.24212217261416
"1676",310720523,201812,4.38370860834726
"1677",310723063,201906,2.14672550873794
"1678",310723686,201902,0.637458911231581
"1679",310723686,201802,0.815617601051035
"1680",310731111,201812,0.345854037193203
"1681",310738285,201903,0.796478710602764
"1682",310811788,201806,1.76949775095301
"1683",310831240,201812,42.1260144162413
"1684",310859104,201812,0.700470437462658
"1685",310872922,201812,1.22857003678726
"1686",310885010,201812,3.71268462834059
"1687",310888163,201812,96.6548313202832
"1688",310896363,201812,0.338826942757217
"1689",310900246,201904,0.503219814936095
"1690",310918399,201812,0.349046799137543
"1691",310921713,201812,0.539947811599491
"1692",310930919,201812,NA
"1693",310933744,201812,0.439412971736529
"1694",310936872,201906,-7.08999774181965
"1695",310936874,201906,NA
"1696",310939288,201809,0.000396605540972985
"1697",310939742,201906,0.920880548728991
"1698",310941461,201906,-12.8254645223652
"1699",310945928,201806,-0.272697455760851
"1700",310950828,201812,0.33135304207829
"1701",310954931,201812,NA
"1702",310958492,201809,0.65626557290697
"1703",310958493,201809,0.171157347055895
"1704",310958498,201809,-3.60067807555699
"1705",310962007,201812,0.543242347400939
"1706",310968258,201809,NA
"1707",310973498,201812,-4.40319248826291
"1708",310978908,201809,0.113321007144969
"1709",310984856,201812,0
"1710",310984884,201812,0.671456254654486
"1711",310996010,201906,0.211975252839143
"1712",311002999,201903,NA
"1713",311002999,201803,NA
"1714",311010792,201806,1.19800997362686
"1715",311010792,201906,0.896269961894235
"1716",311037325,201809,-12.3856038474259
"1717",311037326,201906,0
"1718",311038581,201809,-2.07527618198681
"1719",311046787,201809,-3.7199184835817
"1720",311046788,201909,5.39451029676387
"1721",311046798,201906,-3.89428012210624
"1722",311046821,201809,-2.34804670939288
"1723",311046828,201809,-5.80802851501861
"1724",311046830,201906,-4.11531118008736
"1725",311046835,201906,-4.60906346914652
"1726",311057335,201812,0.0279904201047825
"1727",311064807,201812,1.35644638557108
"1728",311070541,201806,0.180214543127547
"1729",311070751,201808,29.6877165869171
"1730",311070754,201808,-4.55506510296426
"1731",311070756,201808,-5.66477431697708
"1732",311070763,201808,-5.2983292859323
"1733",311070765,201906,-2.95774838422669
"1734",311070769,201808,-2.34407428328436
"1735",311070783,201907,-8.68771402261805
"1736",311070789,201809,0
"1737",311070790,201808,-3.27234373164937
"1738",311075744,201812,0.243697065999035
"1739",311092113,201812,-5.68781477347715
"1740",311094791,201808,-3.04364437654119
"1741",311094794,201808,-28.5607353494792
"1742",311094807,201808,-10.1382753316112
"1743",311094820,201906,-5.988144501705
"1744",311094828,201808,-2.04594442401932
"1745",311101401,201812,0.289231896040373
"1746",311104456,201806,0.132790546351737
"1747",311111703,201812,0.283335808964917
"1748",311119704,201812,NA
"1749",311124220,201812,-0.839860117320957
"1750",311129632,201812,0.237179583049353
"1751",311131825,201812,0
"1752",311132656,201907,10.833351266291
"1753",311132659,201907,-3.66442104640126
"1754",311132673,201907,-2.77353573634102
"1755",311132675,201907,-27.5739230705873
"1756",311132676,201907,-4.66014136536839
"1757",311134099,201907,-3.89600656305547
"1758",311145544,201806,22.7434163604245
"1759",311148265,201806,-8.10403605275366
"1760",311182333,201903,NA
"1761",311185975,201806,0.265281838609722
"1762",311190377,201812,-7.44545554820207
"1763",311196894,201812,0.948036816024004
"1764",311197428,201907,NA
"1765",311208260,201812,2.99138683146636
"1766",311217994,201806,0.294731597608776
"1767",311240715,201806,0.288896747541699
"1768",311248889,201907,-3.08669508710387
"1769",311248895,201808,-3.23411502996976
"1770",311249522,201812,0
"1771",311254635,201812,0.392181435797393
"1772",311254891,201909,-2.04266009911932
"1773",311255250,201809,0.191447664893227
"1774",311272434,201812,0.17727548447676
"1775",311286856,201806,0.325360153924039
"1776",311288290,201907,-1.73510251136315
"1777",311288291,201906,1.86116487291146
"1778",311288292,201907,-5.05622664085397
"1779",311288296,201808,-3.35504291313191
"1780",311288297,201808,-1.86512426973824
"1781",311288298,201908,-2.35667722131206
"1782",311299926,201812,0
"1783",311328514,201812,NA
"1784",311332390,201812,0.0282249225502727
"1785",311333992,201806,0.821596249585676
"1786",311349995,201812,2.22084643524014
"1787",311351377,201907,-2.2815172267718
"1788",311353685,201812,0.124711289946973
"1789",311355095,201812,NA
"1790",311361781,201907,-2.12308827989462
"1791",311361782,201907,-1.80775079901241
"1792",311368189,201809,NA
"1793",311373321,201906,-2.43234030081654
"1794",311373323,201906,-2.19817944962958
"1795",311373324,201906,-2.40553053679947
"1796",311378504,201906,-2.21182769366578
"1797",311380384,201812,4.77419666659291
"1798",311384497,201812,-2.11806909291717
"1799",311385444,201812,1.16329560423581
"1800",311387771,201812,27.5283414808632
"1801",311390350,201906,-2.41913940913076
"1802",311390351,201906,-1.96740042882562
"1803",311390353,201906,-2.09681183716013
"1804",311402513,201806,0.53572409520971
"1805",311417955,201809,-2.00464976769601
"1806",311417956,201808,-2.86754166774959
"1807",311417957,201809,-2.27762115917345
"1808",311417958,201907,-2.4971204179865
"1809",311423831,201809,-2.13518433702626
"1810",311424905,201904,-2.9951151077034
"1811",311427721,201907,-1.98169152462952
"1812",311432146,201907,-2.04406274665965
"1813",311443005,201812,0.026781236376033
"1814",311443536,201812,0
"1815",311445223,201812,1.07645073517039
"1816",311445533,201812,2.49252082611787
"1817",311449419,201809,-3.03004004263904
"1818",311449420,201908,-2.05099604740618
"1819",311456153,201806,NA
"1820",311457626,201812,0.111614656203743
"1821",311471273,201806,0.191716059836297
"1822",311472366,201806,0.783669746932717
"1823",311478436,201812,-1.342
"1824",311480295,201806,0.698551592334417
"1825",311480310,201906,0.0284992507844551
"1826",311483386,201812,0.153576585485913
"1827",311487833,201812,2.64036676298985
"1828",311499467,201906,-2.66605762902029
"1829",311499472,201906,-1.99383627532308
"1830",311499481,201906,-3.2166633444706
"1831",311504057,201906,-5.16347632735589
"1832",311519694,201812,2.12252756517599
"1833",311526415,201812,10.7807409958031
"1834",311528747,201812,NA
"1835",311531583,201812,1.29607532968484
"1836",311535241,201806,0.38921324794807
"1837",311545020,201812,NA
"1838",311551853,201812,6.66993168798554
"1839",311561713,201808,0.0269240840666258
"1840",311563638,201812,0
"1841",311571336,201712,-1.56602527999114
"1842",311572690,201812,1.95478388907635
"1843",311574101,201812,NA
"1844",311577548,201906,-2.5670615278049
"1845",311577549,201909,-2.16997287508677
"1846",311577550,201808,-2.32030850185197
"1847",311577551,201906,-2.42205228286984
"1848",311578102,201806,2.44598843696115
"1849",311579335,201812,-3.6000514213223
"1850",311580887,201812,0.00410689180921803
"1851",311587415,201806,-0.04934831551423
"1852",311587418,201806,-0.0334665347148291
"1853",311587420,201806,-0.0443806007142517
"1854",311587628,201812,0.339519740839868
"1855",311594625,201812,0.0400057706661983
"1856",311595125,201812,2.74470398364795
"1857",311595197,201812,0.000189195836610475
"1858",311595820,201812,0.0636872712063827
"1859",311604067,201812,-2.27537009423944
"1860",311604543,201806,0.0409467122885324
"1861",311605969,201806,0.139602368957594
"1862",311606940,201812,NA
"1863",311612534,201812,NA
"1864",311613251,201806,NA
"1865",311616634,201812,0.66718428314932
"1866",311621632,201812,0.417895246393649
"1867",311624121,201809,0.380058052233156
"1868",311629436,201812,-0.998599757100722
"1869",311636670,201906,-9.16259619495511
"1870",311636675,201906,-2.42217608749025
"1871",311636677,201906,-2.3858039078145
"1872",311639629,201812,NA
"1873",311641324,201812,0.0995752645883579
"1874",311645473,201806,0.614935058316714
"1875",311654224,201809,-3.10847915256689
"1876",311656193,201812,4.53741620771046
"1877",311657868,201806,0.000953971372991005
"1878",311660731,201906,-2.62390835579515
"1879",311662259,201806,-0.0455459084847718
"1880",311663800,201812,NA
"1881",311663821,201812,2.94291227639793
"1882",311669940,201906,0.0123990305611305
"1883",311669940,201806,0.0119127983163245
"1884",311674388,201812,0.461929667134669
"1885",311674463,201809,-0.049248753059551
"1886",311682502,201812,NA
"1887",311683712,201806,0.00653145096212241
"1888",311698129,201812,0.309758096306346
"1889",311699625,201906,-2.97478382180334
"1890",311708526,201812,0.0956457081359668
"1891",311715321,201806,-0.0504382285349084
"1892",311719434,201806,2.94304935727347
"1893",311721455,201812,NA
"1894",311724109,201812,9.21770977644339
"1895",311725375,201812,NA
"1896",311733348,201812,0.874775251668363
"1897",311737504,201812,0.933405866086405
"1898",311746031,201812,NA
"1899",311748289,201806,0.28872623107217
"1900",311758843,201806,-10.5277329266834
"1901",311761439,201812,-8.47990190133538
"1902",311762432,201812,0.175715938747962
"1903",311769211,201812,0
"1904",311780332,201806,-0.0307009642909855
"1905",311788086,201812,0.113967430010499
"1906",311788086,201712,0.0823697338594319
"1907",311802126,201906,0
"1908",311803590,201812,44.5897435897436
"1909",311809770,201809,4.3565922795645
"1910",311811615,201812,-1
"1911",311815055,201812,0.163645720481676
"1912",314379438,201812,0.0907709127040968
"1913",314379453,201806,0.898542534723902
"1914",314379568,201806,1.0366239686344
"1915",316053035,201812,0.703979055490872
"1916",316059908,201812,0.558891004611255
"1917",320017919,201712,-2.41980206035338
"1918",320026605,201812,-1.20982886062463
"1919",320028598,201812,0.0693163848372934
"1920",320045239,201812,NA
"1921",320080849,201812,NA
"1922",320087824,201812,-3.18787746726952
"1923",320132713,201906,0.00940181679637207
"1924",320156535,201809,0.325945618153573
"1925",320221793,201806,1.60741154240078
"1926",320223359,201812,-5.5581260815822
"1927",320249698,201806,7.37715593413457
"1928",320468666,201812,0
"1929",330031099,201812,0.413762087335701
"1930",330061885,201906,1.12800433185703
"1931",330061885,201806,1.22716873135712
"1932",330209754,201812,1.08316262074595
"1933",330227764,201806,3.32989714181686
"1934",330248725,201812,-1.76369543549823
"1935",330259190,201806,1.36825483200939
"1936",330301538,201806,1.05781595081877
"1937",330317950,201812,0.133661449016672
"1938",330327936,201812,NA
"1939",330332711,201907,NA
"1940",330332711,201807,NA
"1941",330362163,201812,3.28729188559337
"1942",330413518,201812,1.23721565682185
"1943",330416470,201806,0.916716239883517
"1944",330427434,201906,0.824939466635722
"1945",330427639,201812,1.16928504516176
"1946",330431719,201806,0.986548995444202
"1947",330435536,201806,3.8657085229228
"1948",330435536,201906,2.59298053357459
"1949",330462745,201812,-1.43342043403434
"1950",330468093,201806,3.64768041799303
"1951",330477940,201908,NA
"1952",330477940,201808,NA
"1953",330489568,201806,0.254895646285692
"1954",330496692,201812,1.13153531973644
"1955",330503951,201812,0
"1956",330508577,201806,-4.56668874172185
"1957",330515218,201812,3.65159348230119
"1958",330520445,201812,0
"1959",330521215,201812,2.33177499090174
"1960",330533809,201806,0.0682424280906724
"1961",330534166,201812,-7.02253442338492
"1962",330555563,201812,0.388452152211174
"1963",330556421,201812,NA
"1964",330571228,201812,106.738688038343
"1965",330578620,201812,3.09836651430967
"1966",330581194,201712,-19.927019188749
"1967",330581194,201812,-19.9289788115342
"1968",330587567,201906,0.0464718887695206
"1969",330599589,201812,-1.83649812922189
"1970",330602025,201812,-3.10048324074832
"1971",330620415,201812,0.200846919232175
"1972",330623634,201812,-6.35251843083241
"1973",330632974,201906,0.0473445442723726
"1974",330633212,201812,0.33980967539606
"1975",330652246,201806,-1.32108362428257
"1976",330656671,201812,5.7209794681912
"1977",330661980,201806,11.8738564530987
"1978",330673939,201812,0.460473201063316
"1979",330676518,201806,1.11167788528958
"1980",330677091,201906,50.4649091441017
"1981",330677938,201809,-1.2320907032455
"1982",330679258,201906,2.12695567803935
"1983",330694603,201812,-28.8488995502573
"1984",330700485,201812,-3.34926303810281
"1985",330702994,201812,0.332630628291719
"1986",330707525,201812,0
"1987",330709575,201812,1.63462833466168
"1988",330711110,201812,-21.2859337698754
"1989",330718915,201906,0
"1990",330748145,201812,NA
"1991",330770481,201812,-7.23579749574147
"1992",330792600,201812,3.03368490286815
"1993",330833640,201806,1.65596320665542
"1994",330839353,201812,0.053557346976639
"1995",330839354,201812,0.0315116790976061
"1996",330839356,201812,NA
"1997",330843122,201806,1.5572421905244
"1998",330880696,201806,-32.0244211457218
"1999",330895564,201812,0.000655044543766639
"2000",330913559,201812,0.141584092887311
"2001",330921487,201812,0.160076733590565
"2002",330932761,201806,0.225246750926712
"2003",330932761,201906,0.0183456123714348
"2004",330935339,201903,23.2350623167155
"2005",330935692,201812,4.70783717251083
"2006",330944779,201812,0.105529385862195
"2007",330952543,201906,0.62471300354832
"2008",330998451,201812,0.00776597310475913
"2009",331020194,201809,5.86220381492971
"2010",331021736,201812,0.430837587343937
"2011",331030838,201812,0.0750777703519478
"2012",331055985,201806,12.6762117526699
"2013",331055985,201906,13.5072491139972
"2014",331084573,201812,-5.80954344170154
"2015",331095784,201812,NA
"2016",340714776,201806,0.181386499200411
"2017",340823464,201806,0.284956736939756
"2018",340965339,201812,1.36007484216627
"2019",340967140,201812,0.573413488659766
"2020",340967230,201902,0.561404273794334
"2021",340968029,201807,NA
"2022",340969202,201812,2.07213897736065
"2023",340970561,201804,0.755571965783519
"2024",340971599,201812,0.363658583439603
"2025",340975934,201809,1.77920930511384
"2026",340978745,201906,0.137654148023395
"2027",340979210,201812,2.27083629487631
"2028",340979444,201812,0.762253677021966
"2029",341053534,201812,0.678160407717642
"2030",341059824,201803,0.169366886269589
"2031",341080125,201812,0.401740877495776
"2032",341094249,201903,NA
"2033",341166865,201806,0.630898302106452
"2034",341177633,201806,0.887196947972514
"2035",341177633,201906,2.0073069514292
"2036",341184478,201812,NA
"2037",341195813,201812,0.344683038879514
"2038",341200331,201812,0.418663895282664
"2039",341212421,201812,0.385659110932085
"2040",341219024,201812,0.183928705159889
"2041",341230687,201812,1.22627799011152
"2042",341234007,201812,0.000857700399532441
"2043",341238020,201812,185.105263157895
"2044",341254542,201906,0.902880370369434
"2045",341291205,201812,0.00942204481008653
"2046",341301009,201812,0.511917250976824
"2047",341320658,201812,0.3323074928719
"2048",341326318,201806,2.10829616020282
"2049",341336972,201806,1.66400844487829
"2050",341344279,201806,0.79428829768334
"2051",341346763,201812,1.64661988975551
"2052",341361233,201806,0.495805047475135
"2053",341365690,201812,1.09050933015707
"2054",341372076,201906,20.6133219398593
"2055",341372076,201806,1.09460967933796
"2056",341395246,201812,0.0575957414145337
"2057",341400918,201806,2.21568764879448
"2058",341428128,201812,0.163058981051161
"2059",341430426,201812,NA
"2060",341446519,201812,0
"2061",341455487,201812,0.759537026702784
"2062",341485111,201812,3.57238275529521
"2063",341517533,201812,0.196389738198623
"2064",341518873,201903,0.119927457623989
"2065",341523396,201812,-4.06442762677444
"2066",341535116,201907,-3.69004719941696
"2067",341538753,201809,NA
"2068",341539195,201907,-3.05923358172134
"2069",341539197,201907,15.9166831476476
"2070",341539200,201907,-7.46269446035873
"2071",341539201,201907,-8.38704761068166
"2072",341590181,201812,2.89502815838546
"2073",341590276,201806,0.101110284992377
"2074",341595372,201806,0.29648017569227
"2075",341596116,201812,0.296382185589079
"2076",341599720,201812,1.26693194064495
"2077",341605960,201807,NA
"2078",341611055,201806,-11.962689323585
"2079",341617183,201812,5.01658762547521
"2080",341636679,201812,0.347864439370268
"2081",341647220,201812,0.0222234302799674
"2082",341647831,201812,0.0719626836444275
"2083",341674869,201806,0.868146336670415
"2084",341685259,201806,0.136156297009166
"2085",341703387,201812,0.53373147738453
"2086",341704252,201806,-2.14739135077143
"2087",341704488,201806,2.29344238151327
"2088",341706856,201812,0.744853052945861
"2089",341711986,201812,34.2927403092091
"2090",341715222,201806,0.0178994098572292
"2091",341715856,201812,5.78130350217574
"2092",341722688,201812,NA
"2093",341724876,201812,0.386461855119971
"2094",341730014,201812,-1.6610329714115
"2095",341736047,201812,0.876179787488946
"2096",341752943,201812,8.97261581031439
"2097",341765568,201803,NA
"2098",341769046,201812,0.0742636690513542
"2099",341798850,201806,1.08267515445681
"2100",341813232,201812,-1.66184158073882
"2101",341902451,201806,0.616110259295235
"2102",341908695,201812,0.1449600957141
"2103",341920318,201712,0.925655344019443
"2104",341920318,201812,0.925655344019443
"2105",341924868,201812,0.266596452236219
"2106",341934402,201906,19.0216317701318
"2107",341939487,201812,1.71351715504001
"2108",341949515,201812,0.12314583036828
"2109",341958570,201812,NA
"2110",341963245,201812,0.955995102298268
"2111",341973348,201812,0.0160458563198633
"2112",341983355,201903,0.0050330741610401
"2113",342001275,201812,1.72797375561946
"2114",342051062,201812,0.00110051357300073
"2115",346566055,201812,1.05866494877846
"2116",350868954,201903,0.0833095912036951
"2117",350869052,201806,0.237577666746637
"2118",350942628,201812,0.631615670652077
"2119",350992718,201806,0.0814078154460424
"2120",350998711,201812,0.268873219827825
"2121",351005528,201906,0.0135267492647817
"2122",351022158,201806,6.45744679685454
"2123",351072577,201812,0.213559563694415
"2124",351091794,201806,0.061288457990421
"2125",351101603,201906,0.621754917903579
"2126",351111819,201810,0.903806248825142
"2127",351112290,201812,0.734546097573957
"2128",351112746,201812,0.655211576677109
"2129",351115492,201812,0.207572366041884
"2130",351115813,201812,0.956373680289291
"2131",351120537,201812,0.119424976001735
"2132",351121163,201812,0.692500294957783
"2133",351122204,201812,0.260156721318032
"2134",351125641,201812,0.301489226562666
"2135",351148191,201812,0.14087747531972
"2136",351163239,201812,0
"2137",351163239,201812,0
"2138",351265691,201906,12.9607394533531
"2139",351265691,201806,27.7995078319556
"2140",351310387,201806,1.1400688267946
"2141",351327581,201809,0.551364884474589
"2142",351329223,201812,1.36482515099615
"2143",351341343,201812,1.26134332690393
"2144",351356710,201812,-1.73678953954241
"2145",351378568,201812,0.53644127467236
"2146",351427889,201812,0.055377553851562
"2147",351478226,201806,0.242100588117763
"2148",351554538,201812,0.341306164114046
"2149",351557200,201812,0.225175834952254
"2150",351581423,201812,0.227532483895089
"2151",351602775,201806,0.19145773700644
"2152",351602775,201906,0.192099612166941
"2153",351615506,201812,0.00606959876868582
"2154",351619249,201809,0.00126518800213128
"2155",351640064,201906,0.217419040452055
"2156",351643969,201812,0.153747456019073
"2157",351704590,201812,0.283818725492583
"2158",351706782,201906,0.0628666297049979
"2159",351706782,201806,0.024366670148041
