"","ein","tax_pd","donation_ratio"
"1374",251211464,201906,0.259220153665592
"1375",251219610,201806,0.939232049053267
"1376",251232427,201812,0.892154494395072
"1377",251290469,201812,0.516359718923156
"1378",251325425,201812,0.831553432164688
"1379",251370668,201812,0.670813452810427
"1380",251372007,201812,0.64920856008798
"1381",251382510,201806,0.244578573169138
"1382",251383079,201806,0.883941274917991
"1383",251419017,201812,NA
"1384",251427632,201812,0.946442571476651
"1385",251429302,201809,0.0260945904335122
"1386",251433387,201812,0.905135893836927
"1387",251445441,201812,0.965409366084719
"1388",251445713,201806,0.869104208356194
"1389",251461831,201812,0.686513089742036
"1390",251466052,201812,0.999173888683586
"1391",251471440,201809,0.754476404148006
"1392",251485031,201812,0.96433827972762
"1393",251497792,201802,0.997589404724767
"1394",251515795,201806,0.822219014733476
"1395",251522733,201906,0
"1396",251524446,201806,NA
"1397",251534235,201812,0.518260624123925
"1398",251541548,201812,0.894628779385333
"1399",251589088,201901,0.523676659718071
"1400",251591350,201812,0.667669143213869
"1401",251592420,201806,0.35622132560411
"1402",251598389,201809,0.336013066123474
"1403",251598402,201812,0.309220699196633
"1404",251605762,201812,0.937648612394893
"1405",251626297,201812,0.277067239758432
"1406",251626784,201812,0.983158630983885
"1407",251635121,201809,0.515814153568449
"1408",251637937,201809,0.764135496772289
"1409",251638640,201812,0.826530821006976
"1410",251639115,201906,0
"1411",251644683,201812,1.13115136925585
"1412",251649514,201812,0.0486526592833433
"1413",251653363,201806,0.841892655742598
"1414",251657575,201812,0
"1415",251672592,201812,0
"1416",251674112,201806,0.253550812699377
"1417",251689720,201806,0.784180034462048
"1418",251694686,201906,0.0470645742217649
"1419",251696634,201812,0.514930731576262
"1420",251698524,201904,0.982412526032296
"1421",251701123,201806,0.85521044169048
"1422",251704924,201812,0
"1423",251721080,201812,0
"1424",251722943,201806,0.0539717770055973
"1425",251728614,201812,0.776688159012625
"1426",251730915,201903,0.603359708852648
"1427",251739814,201806,0.0384578086252996
"1428",251740509,201806,0
"1429",251743986,201812,0
"1430",251757763,201812,NA
"1431",251758628,201812,-0.213629474076395
"1432",251758844,201812,0.135186699373126
"1433",251762305,201806,0.911216911697501
"1434",251780107,201812,0.999737708252207
"1435",251794823,201906,0.698457452819528
"1436",251801884,201812,0.967787141250181
"1437",251807686,201806,0
"1438",251818381,201809,0.00297855027334746
"1439",251823770,201712,0.396959081761944
"1440",251823770,201812,0.0413241946431164
"1441",251840807,201806,0.632479756020612
"1442",251855442,201812,NA
"1443",251855490,201812,0.165400795053563
"1444",251858580,201812,0.902023859668193
"1445",251863996,201812,0.570685774071843
"1446",251897698,201812,0.284806977228108
"1447",256068246,201809,0.826549262637177
"1448",256069264,201806,0.999384972505768
"1449",256069770,201806,0.883411508881334
"1450",256084090,201806,0.999919683023842
"1451",256085619,201906,0.388594064807869
"1452",260006476,201812,0.954964916011057
"1453",260078223,201812,0
"1454",260149985,201812,0.999757812289768
"1455",260217222,201812,0
"1456",260221046,201806,0.118006653129995
"1457",260393656,201812,0
"1458",260421563,201812,0.886824460710221
"1459",260452137,201812,0.956410740546707
"1460",260614081,201812,0.510882156249254
"1461",260679687,201812,NA
"1462",260762693,201812,0
"1463",260762693,201612,0.521838806681156
"1464",260762693,201712,0.320154698336123
"1465",260833850,201812,0.292286910003678
"1466",261202901,201812,0
"1467",261210093,201806,0.0652872140402208
"1468",261214312,201812,0.143617663807831
"1469",261245799,201812,0.916242838098183
"1470",261274843,201812,0.999971882468719
"1471",261407469,201812,0
"1472",261409964,201812,0
"1473",261590829,201812,1
"1474",261590898,201812,0
"1475",261665826,201812,1.12497471512373
"1476",261666325,201812,0.986429605745487
"1477",261705219,201812,0
"1478",261712321,201806,0.70125878737209
"1479",261808937,201810,NA
"1480",261870077,201812,0
"1481",261876589,201812,0.479965335513644
"1482",261931708,201712,0.874716160742516
"1483",261947374,201806,0.000553183170181859
"1484",261968933,201812,0
"1485",261995944,201903,0.425455003237177
"1486",262051792,201812,0
"1487",262058861,201803,0.100308757696924
"1488",262063489,201812,0.947471920860999
"1489",262092132,201806,1
"1490",262123010,201812,0.999968442063573
"1491",262167082,201809,0
"1492",262190732,201806,0
"1493",262191929,201812,0
"1494",262335395,201812,0.454158162966282
"1495",262352365,201812,0.211306926215728
"1496",262420702,201812,0.859724797088763
"1497",262424174,201812,0.984754371524362
"1498",262541233,201806,0.581672836503727
"1499",262665278,201909,1
"1500",262665278,201809,1
"1501",262699081,201812,0
"1502",262842736,201806,0.865568447304753
"1503",263100297,201809,0
"1504",263100372,201809,0
"1505",263120543,201812,0
"1506",263128590,201806,0.999893331943663
"1507",263187721,201812,0.999566496098465
"1508",263188804,201806,0.146849778550534
"1509",263312955,201812,0
"1510",263389252,201812,0.859260767783119
"1511",263443336,201806,0.636592531492174
"1512",263547211,201812,0.601874115983027
"1513",263588414,201812,0
"1514",263618867,201806,0.399150196356145
"1515",263619775,201806,0
"1516",263836207,201812,0.862338818168074
"1517",263900335,201712,0
"1518",263900335,201812,0.200962504627426
"1519",263909820,201812,0.674277721769616
"1520",263959619,201812,0.961743962385125
"1521",264107739,201812,0
"1522",264117989,201812,0.920539994449876
"1523",264142930,201806,0.0646395094769959
"1524",264246183,201806,0.752377880670241
"1525",264262998,201812,0.530849500017468
"1526",264271547,201812,0.890038471458828
"1527",264307457,201906,0
"1528",264331988,201906,0.348149696949607
"1529",264374725,201806,0.516984324886341
"1530",264421601,201812,0.683995885954841
"1531",264468628,201812,0.991877283373586
"1532",264482725,201812,0.425957719990976
"1533",264498990,201812,0
"1534",264521206,201812,0.958582135230349
"1535",264577399,201812,0.523951614975461
"1536",264579045,201812,0.00302306964910626
"1537",264664616,201810,0.0322994581333183
"1538",264810482,201812,0
"1539",264826876,201812,0
"1540",270000343,201812,NA
"1541",270037508,201806,0.505420513368639
"1542",270049012,201806,0.862987014799166
"1543",270070164,201812,0.856924296956018
"1544",270173489,201812,0
"1545",270181645,201812,0.985866587092749
"1546",270291691,201806,0.781569444852186
"1547",270449072,201806,0.999947322781681
"1548",270517477,201806,0.817673841059603
"1549",270580274,201812,0.550899666952474
"1550",270615239,201806,0.164947163243908
"1551",270625538,201806,1.0258404434583
"1552",270740203,201812,0.71673449132491
"1553",270814295,201812,0.54494508938006
"1554",270819276,201806,0.799540187126105
"1555",270829684,201812,0.999729390636916
"1556",270829684,201712,NA
"1557",270858135,201809,0.000586762634955406
"1558",270947808,201806,0.277555275083036
"1559",270975339,201809,0.301743612210886
"1560",270995580,201903,0.533673614064937
"1561",271037159,201812,0.945970049257949
"1562",271053884,201706,-0.368492933142766
"1563",271202317,201812,0.570944673319661
"1564",271348133,201812,0.203073794833453
"1565",271359283,201812,0.176961201941931
"1566",271374749,201812,0
"1567",271427181,201812,0.968784895718086
"1568",271435687,201812,NA
"1569",271435687,201712,0.91454580909666
"1570",271476031,201812,0
"1571",271642425,201809,0.57814830660361
"1572",271660048,201812,0.416240868758412
"1573",271720590,201812,0.810472120950776
"1574",271747560,201812,1
"1575",271761971,201812,0.000186190295842006
"1576",271824650,201806,0.181229355769577
"1577",271832686,201806,1.06710800911947
"1578",271916296,201712,0.986681019894229
"1579",271916296,201812,0.999908405336916
"1580",272012662,201810,0.290819213154267
"1581",272012662,201710,0.181894903635831
"1582",272070017,201809,0.109737261561506
"1583",272094434,201812,0.991191338555809
"1584",272095088,201812,0
"1585",272230034,201806,0.647259679688605
"1586",272327695,201812,0
"1587",272486781,201812,0.0187267896775792
"1588",272669910,201812,0
"1589",272790053,201809,0
"1590",272803038,201806,0.331287757587335
"1591",272810691,201808,0.99046593902898
"1592",272814156,201812,0.0179560292755101
"1593",272877067,201812,0.614714704281462
"1594",272950701,201812,0.295841444454606
"1595",272975837,201812,1
"1596",273028186,201812,0.470725246649184
"1597",273156259,201812,0.914250283717787
"1598",273267930,201812,0.996954707385558
"1599",273288425,201812,0
"1600",273292060,201812,0.807512893120477
"1601",273296964,201812,0.832907087700245
"1602",273306298,201812,0
"1603",273341860,201812,0.892411477861252
"1604",273416948,201812,0
"1605",273523909,201812,0.872678316968714
"1606",273539886,201812,0
"1607",273566747,201812,0.999171592473326
"1608",273600343,201812,0.812043337426562
"1609",273648930,201809,0.268861603100438
"1610",273733278,201806,NA
"1611",273741984,201812,0
"1612",273842364,201812,0
"1613",273874397,201812,0
"1614",273941355,201806,0.886866976395276
"1615",274032617,201812,1.02238545601488
"1616",274149384,201806,0.60480281345976
"1617",274557571,201712,1
"1618",274557571,201812,1
"1619",274576805,201712,0.115373105792969
"1620",274584922,201812,0
"1621",274660632,201812,0.0925135369887823
"1622",274673757,201805,0.312420746207763
"1623",275374482,201812,0.905353653138355
"1624",275551434,201806,1.46894944787762
"1625",300002632,201806,0.72343216467378
"1626",300009187,201906,0.272427847377841
"1627",300021150,201812,0.986661256170755
"1628",300034668,201812,0.145655956809028
"1629",300043311,201906,0.585932718980466
"1630",300054644,201812,0.440569932988877
"1631",300056876,201810,0.64777513187686
"1632",300087360,201906,1
"1633",300098608,201812,0
"1634",300103115,201809,0.656366213716956
"1635",300129998,201812,NA
"1636",300137302,201906,0
"1637",300141120,201812,0.0201996883476655
"1638",300141220,201812,0.662946945710093
"1639",300155183,201906,0.0484775295436902
"1640",300160308,201812,0.520363284514228
"1641",300181961,201812,0
"1642",300183050,201812,0.600893709658939
"1643",300203259,201806,0.624984606115913
"1644",300205474,201806,0.970783886995442
"1645",300218330,201812,1
"1646",300218536,201812,0.279864607607571
"1647",300246447,201812,0.00253705918596644
"1648",300272104,201812,0.940089645254342
"1649",300273769,201812,0.648318130808851
"1650",300283483,201812,0.119749741057323
"1651",300315618,201806,0.0241089118622124
"1652",300394476,201812,0
"1653",300409593,201812,1
"1654",300419925,201806,0.989723238435215
"1655",300421837,201806,0.43641202840098
"1656",300445216,201806,0.89646065722038
"1657",300479115,201806,-0.777230472945446
"1658",300479790,201812,0.417830018572076
"1659",300622312,201806,0.991381553563577
"1660",300630211,201907,1
"1661",300698663,201806,0.99009509277939
"1662",300931393,201812,NA
"1663",310502562,201812,0.928037873387758
"1664",310536655,201812,0.950724361618577
"1665",310648619,201812,0.899939680815681
"1666",310651750,201806,0.147282416652622
"1667",310710683,201812,0.909618472202707
"1668",310713350,201806,0.634933232189722
"1669",310714190,201812,0.603178770740844
"1670",310716914,201812,0.962928251727467
"1671",310718027,201803,0.814303395195108
"1672",310718042,201812,0.554734302090339
"1673",310718622,201810,0.794296226741275
"1674",310719367,201807,0.800841416948161
"1675",310720520,201812,0.752327266479533
"1676",310720523,201812,0.957881615219305
"1677",310723063,201906,0.49893610349273
"1678",310723686,201902,0.988865402393254
"1679",310723686,201802,0.996271215295044
"1680",310731111,201812,0.570044802502222
"1681",310738285,201903,0.963061958731211
"1682",310811788,201806,0.815433740899817
"1683",310831240,201812,0.710303920247241
"1684",310859104,201812,0.912607617349319
"1685",310872922,201812,0.959255106874023
"1686",310885010,201812,0
"1687",310888163,201812,0.0790274102346259
"1688",310896363,201812,0.998622157395649
"1689",310900246,201904,0.832571749443559
"1690",310918399,201812,0.991193402135656
"1691",310921713,201812,0.736387300777502
"1692",310930919,201812,NA
"1693",310933744,201812,0
"1694",310936872,201906,0.543015799605671
"1695",310936874,201906,0.0633203179958314
"1696",310939288,201809,0.0572162307810015
"1697",310939742,201906,0.697800650181323
"1698",310941461,201906,0.590855191674607
"1699",310945928,201806,0.697498406628426
"1700",310950828,201812,0.0390769749716025
"1701",310954931,201812,NA
"1702",310958492,201809,0.734326758865486
"1703",310958493,201809,0.729917875727257
"1704",310958498,201809,0.612736603980755
"1705",310962007,201812,0.774361602941111
"1706",310968258,201809,0
"1707",310973498,201812,0.875734086197882
"1708",310978908,201809,0.719457966937893
"1709",310984856,201812,0.217822712274398
"1710",310984884,201812,0.119006461826179
"1711",310996010,201906,0.0251124314742474
"1712",311002999,201903,0.574206363537867
"1713",311002999,201803,0.60981279467168
"1714",311010792,201806,0.0271172131635486
"1715",311010792,201906,0.0262933778686078
"1716",311037325,201809,0.776767919651156
"1717",311037326,201906,0.916666666666667
"1718",311038581,201809,0.706728954849256
"1719",311046787,201809,0.775525520340532
"1720",311046788,201909,0.71774562146453
"1721",311046798,201906,0.666079341383244
"1722",311046821,201809,0.676583988393175
"1723",311046828,201809,0.64588473011796
"1724",311046830,201906,0.719742081682564
"1725",311046835,201906,0.718390214820462
"1726",311057335,201812,0.799568625811038
"1727",311064807,201812,0.418340440235225
"1728",311070541,201806,0.97620225030702
"1729",311070751,201808,0.765247745317686
"1730",311070754,201808,0.805058997960172
"1731",311070756,201808,0.748535394447702
"1732",311070763,201808,0.663431779773176
"1733",311070765,201906,0.644041635167945
"1734",311070769,201808,0.798730384740886
"1735",311070783,201907,0.716957524775215
"1736",311070789,201809,0
"1737",311070790,201808,0.593486260177072
"1738",311075744,201812,0.139704791791486
"1739",311092113,201812,0.711424588205823
"1740",311094791,201808,0.672474642376085
"1741",311094794,201808,0.624938404286393
"1742",311094807,201808,0.805587600660019
"1743",311094820,201906,0.681473360890892
"1744",311094828,201808,0.605592747434949
"1745",311101401,201812,0.947463272443001
"1746",311104456,201806,0.395230031628874
"1747",311111703,201812,0.738047004737395
"1748",311119704,201812,0.992393850649573
"1749",311124220,201812,0.888148610789417
"1750",311129632,201812,0.480565519736241
"1751",311131825,201812,0.981076469675818
"1752",311132656,201907,0.700290767091346
"1753",311132659,201907,0.715351167496936
"1754",311132673,201907,0.786615567864072
"1755",311132675,201907,0.739661023494712
"1756",311132676,201907,0.606368357362098
"1757",311134099,201907,0.762927489459164
"1758",311145544,201806,0.698971414366159
"1759",311148265,201806,0.456405674075729
"1760",311182333,201903,0
"1761",311185975,201806,0.39251417014333
"1762",311190377,201812,0.511443549418233
"1763",311196894,201812,0.710256817334501
"1764",311197428,201907,0.121424359247336
"1765",311208260,201812,0.485339131389199
"1766",311217994,201806,0.550648948183358
"1767",311240715,201806,0.443163751028375
"1768",311248889,201907,0.705736046576376
"1769",311248895,201808,0.738042865006978
"1770",311249522,201812,0.721418243385197
"1771",311254635,201812,0.958286358511838
"1772",311254891,201909,0.720399469931397
"1773",311255250,201809,0.468527735451228
"1774",311272434,201812,0.580454135532392
"1775",311286856,201806,0.526037084611039
"1776",311288290,201907,0.719873090495737
"1777",311288291,201906,0.837632431055404
"1778",311288292,201907,0.795746913233283
"1779",311288296,201808,0.6461526523098
"1780",311288297,201808,0.499223325842173
"1781",311288298,201908,0.63891141152384
"1782",311299926,201812,1
"1783",311328514,201812,NA
"1784",311332390,201812,0.202732565865567
"1785",311333992,201806,0.00973617876939772
"1786",311349995,201812,0.667851757919724
"1787",311351377,201907,0.673964738012719
"1788",311353685,201812,0.53069008782936
"1789",311355095,201812,0.203834288232702
"1790",311361781,201907,0.523519375541915
"1791",311361782,201907,0.482894820666369
"1792",311368189,201809,0
"1793",311373321,201906,0.689754466261237
"1794",311373323,201906,0.516339501527396
"1795",311373324,201906,0.731723347023995
"1796",311378504,201906,0.555770083511936
"1797",311380384,201812,0.666867974320587
"1798",311384497,201812,5.80423476968796e-05
"1799",311385444,201812,0.44807346244973
"1800",311387771,201812,1
"1801",311390350,201906,0.726731769107272
"1802",311390351,201906,0.449721478443797
"1803",311390353,201906,0.549389608923127
"1804",311402513,201806,0.266132180076615
"1805",311417955,201809,0.511881419654261
"1806",311417956,201808,0.617911785727265
"1807",311417957,201809,0.512560889525249
"1808",311417958,201907,0.50080645943299
"1809",311423831,201809,0.590115947932164
"1810",311424905,201904,0.81620571543647
"1811",311427721,201907,0.558270583073439
"1812",311432146,201907,0.438719096436765
"1813",311443005,201812,0.259516821636971
"1814",311443536,201812,0.99495753359333
"1815",311445223,201812,0.962390066315068
"1816",311445533,201812,0.799638857501483
"1817",311449419,201809,0.689931994871804
"1818",311449420,201908,0.609131914335473
"1819",311456153,201806,1
"1820",311457626,201812,0.994690526687678
"1821",311471273,201806,0.167518676809567
"1822",311472366,201806,0.0440561878635396
"1823",311478436,201812,0.157903128653935
"1824",311480295,201806,0.578182116277615
"1825",311480310,201906,0.916670055135742
"1826",311483386,201812,0.143078855167293
"1827",311487833,201812,1
"1828",311499467,201906,0.461081651230331
"1829",311499472,201906,0.681049519172473
"1830",311499481,201906,0.601844132073702
"1831",311504057,201906,0
"1832",311519694,201812,0.378954331869724
"1833",311526415,201812,0.0109169764823202
"1834",311528747,201812,NA
"1835",311531583,201812,0
"1836",311535241,201806,0.393010200773703
"1837",311545020,201812,0.716169267570338
"1838",311551853,201812,0.167285784958644
"1839",311561713,201808,0.96629185356474
"1840",311563638,201812,0
"1841",311571336,201712,0.0466481207848705
"1842",311572690,201812,0.0242515238664313
"1843",311574101,201812,0.9424383663065
"1844",311577548,201906,0.343758151446681
"1845",311577549,201909,0.55431909895802
"1846",311577550,201808,0.379017126978136
"1847",311577551,201906,0.596318137266002
"1848",311578102,201806,0.975881832160663
"1849",311579335,201812,0.000508828168727421
"1850",311580887,201812,0
"1851",311587415,201806,0.00146060227684387
"1852",311587418,201806,0.00191276626575859
"1853",311587420,201806,0.0120694545110768
"1854",311587628,201812,0.876751680692137
"1855",311594625,201812,1
"1856",311595125,201812,0
"1857",311595197,201812,0.999415673568016
"1858",311595820,201812,0.958354735469596
"1859",311604067,201812,0
"1860",311604543,201806,0.620339793402424
"1861",311605969,201806,0.985832141584103
"1862",311606940,201812,0.999853405064767
"1863",311612534,201812,0.347320189639223
"1864",311613251,201806,0
"1865",311616634,201812,0.0596070129044608
"1866",311621632,201812,0
"1867",311624121,201809,0.738237361144223
"1868",311629436,201812,0
"1869",311636670,201906,0.639508578093657
"1870",311636675,201906,0.516198872714593
"1871",311636677,201906,0.387494411048736
"1872",311639629,201812,NA
"1873",311641324,201812,0
"1874",311645473,201806,0.405349614388397
"1875",311654224,201809,0.611566055769234
"1876",311656193,201812,0.929037317171039
"1877",311657868,201806,0
"1878",311660731,201906,0
"1879",311662259,201806,0.00460423860789492
"1880",311663800,201812,0
"1881",311663821,201812,0.0881674429590844
"1882",311669940,201906,0
"1883",311669940,201806,0
"1884",311674388,201812,0.000174812306786398
"1885",311674463,201809,0.684497703936845
"1886",311682502,201812,0.820231991433795
"1887",311683712,201806,0.923153034300792
"1888",311698129,201812,0.064419153961778
"1889",311699625,201906,0
"1890",311708526,201812,0.785913147313854
"1891",311715321,201806,0.00527214013361164
"1892",311719434,201806,0.265757418690357
"1893",311721455,201812,NA
"1894",311724109,201812,0.330621065988261
"1895",311725375,201812,NA
"1896",311733348,201812,0.817860300618921
"1897",311737504,201812,1
"1898",311746031,201812,NA
"1899",311748289,201806,0.00817430896435592
"1900",311758843,201806,0
"1901",311761439,201812,0.955187738827048
"1902",311762432,201812,0.304464791150656
"1903",311769211,201812,0.267543859649123
"1904",311780332,201806,0.00119329388560158
"1905",311788086,201812,0.856868766163938
"1906",311788086,201712,0.953742557675142
"1907",311802126,201906,0.588096733668342
"1908",311803590,201812,0.999996433259145
"1909",311809770,201809,0.521577569304262
"1910",311811615,201812,NA
"1911",311815055,201812,1
"1912",314379438,201812,0.890862892702268
"1913",314379453,201806,0.987639025001849
"1914",314379568,201806,0.906233882570102
"1915",316053035,201812,0.986471671811775
"1916",316059908,201812,0.964559339353212
"1917",320017919,201712,0.980342223372157
"1918",320026605,201812,1
"1919",320028598,201812,0.994727010801012
"1920",320045239,201812,NA
"1921",320080849,201812,0.847549383795123
"1922",320087824,201812,0.417335213742399
"1923",320132713,201906,0.491041756656326
"1924",320156535,201809,0.821456795992849
"1925",320221793,201806,0.647212948774081
"1926",320223359,201812,0
"1927",320249698,201806,0.623805187444677
"1928",320468666,201812,1
"1929",330031099,201812,0.991217443541588
"1930",330061885,201906,0.992020270500301
"1931",330061885,201806,0.99345143683523
"1932",330209754,201812,0.953204230311757
"1933",330227764,201806,0.627843408319719
"1934",330248725,201812,0.81161344311302
"1935",330259190,201806,0.740824008829937
"1936",330301538,201806,0.96429620874724
"1937",330317950,201812,0.389529792898504
"1938",330327936,201812,0.420810454926478
"1939",330332711,201907,0.0282278950882051
"1940",330332711,201807,0.016329621821966
"1941",330362163,201812,0
"1942",330413518,201812,0.0745466289493446
"1943",330416470,201806,0.551645772339281
"1944",330427434,201906,0
"1945",330427639,201812,0.062186931892841
"1946",330431719,201806,0.035783083299282
"1947",330435536,201806,0.605386514966013
"1948",330435536,201906,0.728660806625319
"1949",330462745,201812,0
"1950",330468093,201806,0.112481734556842
"1951",330477940,201908,NA
"1952",330477940,201808,NA
"1953",330489568,201806,0.998387046664319
"1954",330496692,201812,0.0564965431460145
"1955",330503951,201812,0
"1956",330508577,201806,NA
"1957",330515218,201812,0.437345388636234
"1958",330520445,201812,0
"1959",330521215,201812,0.00735901114152166
"1960",330533809,201806,0.896904220868184
"1961",330534166,201812,0
"1962",330555563,201812,0.582859487030189
"1963",330556421,201812,NA
"1964",330571228,201812,0
"1965",330578620,201812,0.297313916220006
"1966",330581194,201712,0
"1967",330581194,201812,0
"1968",330587567,201906,0.0520864031289624
"1969",330599589,201812,0.0338483346673242
"1970",330602025,201812,0
"1971",330620415,201812,0.571458186160869
"1972",330623634,201812,0.4363166741943
"1973",330632974,201906,0.954633446854275
"1974",330633212,201812,0
"1975",330652246,201806,0
"1976",330656671,201812,0.0997298426182065
"1977",330661980,201806,0.264262084654325
"1978",330673939,201812,0.0175067879679518
"1979",330676518,201806,0.82447461743318
"1980",330677091,201906,0
"1981",330677938,201809,0.683525190230992
"1982",330679258,201906,0.488995607698132
"1983",330694603,201812,0.180067379225421
"1984",330700485,201812,1.2045377180405
"1985",330702994,201812,0.0613760913562528
"1986",330707525,201812,0
"1987",330709575,201812,0.431383207860674
"1988",330711110,201812,0
"1989",330718915,201906,0.144841444454223
"1990",330748145,201812,NA
"1991",330770481,201812,0
"1992",330792600,201812,0.522753651870196
"1993",330833640,201806,0.0497441841958598
"1994",330839353,201812,0
"1995",330839354,201812,0.00482271241617066
"1996",330839356,201812,0.675547233759877
"1997",330843122,201806,0
"1998",330880696,201806,0
"1999",330895564,201812,0
"2000",330913559,201812,0
"2001",330921487,201812,0
"2002",330932761,201806,-0.00742220003328341
"2003",330932761,201906,0
"2004",330935339,201903,0
"2005",330935692,201812,0
"2006",330944779,201812,0.320319105549532
"2007",330952543,201906,0.0895980249569182
"2008",330998451,201812,1
"2009",331020194,201809,0.892760714618225
"2010",331021736,201812,0.773148270760895
"2011",331030838,201812,0.281428480562233
"2012",331055985,201806,0.0774133979654087
"2013",331055985,201906,0.0828562161930341
"2014",331084573,201812,0.0494311039693133
"2015",331095784,201812,0.683240898110156
"2016",340714776,201806,0.981908882606279
"2017",340823464,201806,0.283382269689573
"2018",340965339,201812,0.987320828648043
"2019",340967140,201812,0.975146762858227
"2020",340967230,201902,0.911978284728027
"2021",340968029,201807,0.972537659910685
"2022",340969202,201812,0.994135065900878
"2023",340970561,201804,0.995837623445207
"2024",340971599,201812,0.983968810308888
"2025",340975934,201809,0.876863377696015
"2026",340978745,201906,0.78818148875816
"2027",340979210,201812,1.01386543742542
"2028",340979444,201812,0.998283673347239
"2029",341053534,201812,0.710956787249438
"2030",341059824,201803,0.773029547521127
"2031",341080125,201812,0
"2032",341094249,201903,0
"2033",341166865,201806,0.528652798528379
"2034",341177633,201806,0.84829941267817
"2035",341177633,201906,0.941607124561454
"2036",341184478,201812,NA
"2037",341195813,201812,0.580713139582138
"2038",341200331,201812,0.000999384804667345
"2039",341212421,201812,0.700862452266965
"2040",341219024,201812,0.997776169268364
"2041",341230687,201812,0.919512173346688
"2042",341234007,201812,0.764825585392347
"2043",341238020,201812,0.923301201951684
"2044",341254542,201906,0.587061197790548
"2045",341291205,201812,0.962894736514117
"2046",341301009,201812,0.194621687536188
"2047",341320658,201812,0.986786624100337
"2048",341326318,201806,0.0105953475591067
"2049",341336972,201806,0.778997673866434
"2050",341344279,201806,0.865253639944892
"2051",341346763,201812,0.555022040682673
"2052",341361233,201806,0.703500793692644
"2053",341365690,201812,0.572774159833529
"2054",341372076,201906,0.674504035407446
"2055",341372076,201806,0.700476235702753
"2056",341395246,201812,0.973656019054277
"2057",341400918,201806,0.815896091931561
"2058",341428128,201812,0.903067229799903
"2059",341430426,201812,NA
"2060",341446519,201812,NA
"2061",341455487,201812,0.284445895919639
"2062",341485111,201812,0.0705708711360675
"2063",341517533,201812,0.005995599559956
"2064",341518873,201903,0.667847288802544
"2065",341523396,201812,0.551438162179804
"2066",341535116,201907,0.754574931153949
"2067",341538753,201809,0.609937616285433
"2068",341539195,201907,0.827542315013187
"2069",341539197,201907,0.716311559667321
"2070",341539200,201907,0.687342615307134
"2071",341539201,201907,0.711429493616411
"2072",341590181,201812,0
"2073",341590276,201806,0.921387961165832
"2074",341595372,201806,0.456424873171299
"2075",341596116,201812,0.840562561031906
"2076",341599720,201812,0.198627831376463
"2077",341605960,201807,0.931118314424635
"2078",341611055,201806,0.910945247984987
"2079",341617183,201812,0.932565866890583
"2080",341636679,201812,0
"2081",341647220,201812,-0.558513060396572
"2082",341647831,201812,0.415372205941829
"2083",341674869,201806,0.619396198508984
"2084",341685259,201806,0.931012731717574
"2085",341703387,201812,0.491249904010413
"2086",341704252,201806,0
"2087",341704488,201806,0.0831820344551078
"2088",341706856,201812,0.519922936259143
"2089",341711986,201812,0.343225217292044
"2090",341715222,201806,0.412287128115382
"2091",341715856,201812,0
"2092",341722688,201812,0.124975819983715
"2093",341724876,201812,0.583926061056075
"2094",341730014,201812,0.601089587171954
"2095",341736047,201812,0
"2096",341752943,201812,0.990149259112686
"2097",341765568,201803,NA
"2098",341769046,201812,0.999879434334265
"2099",341798850,201806,0.800018773429267
"2100",341813232,201812,0
"2101",341902451,201806,0.633150539470562
"2102",341908695,201812,0.872296148439878
"2103",341920318,201712,0.110665466524887
"2104",341920318,201812,0.110665466524887
"2105",341924868,201812,0.988119511730963
"2106",341934402,201906,1
"2107",341939487,201812,0.141976102994136
"2108",341949515,201812,-0.0178098182735992
"2109",341958570,201812,0.590392329053236
"2110",341963245,201812,0.513587438486222
"2111",341973348,201812,0.990665492616409
"2112",341983355,201903,0.689570403192765
"2113",342001275,201812,0
"2114",342051062,201812,0.998191980115292
"2115",346566055,201812,0.941152798016004
"2116",350868954,201903,0.778155733509713
"2117",350869052,201806,0.529945537536384
"2118",350942628,201812,0.712093250994426
"2119",350992718,201806,0.0875239387620666
"2120",350998711,201812,0.100253534982248
"2121",351005528,201906,0.471341638620439
"2122",351022158,201806,0.234464106367836
"2123",351072577,201812,0.867181400252869
"2124",351091794,201806,0.0717646051231302
"2125",351101603,201906,0.0137796859617325
"2126",351111819,201810,0.982376686218951
"2127",351112290,201812,0.991942683901022
"2128",351112746,201812,0.806023401650275
"2129",351115492,201812,0.621554644442982
"2130",351115813,201812,0.992005631519573
"2131",351120537,201812,0.992220161452829
"2132",351121163,201812,0.923094159239157
"2133",351122204,201812,0.947178052874574
"2134",351125641,201812,0.976608514352065
"2135",351148191,201812,0.999975409417303
"2136",351163239,201812,0.478971962616822
"2137",351163239,201812,0.478971962616822
"2138",351265691,201906,0.424677668191085
"2139",351265691,201806,0.372780557362676
"2140",351310387,201806,0.70762881559103
"2141",351327581,201809,0
"2142",351329223,201812,0.911994442262966
"2143",351341343,201812,0
"2144",351356710,201812,0.262247630770414
"2145",351378568,201812,0.979210419173833
"2146",351427889,201812,1.20915592508723
"2147",351478226,201806,0.0310177817426527
"2148",351554538,201812,0.451565232564636
"2149",351557200,201812,1.6178287258117
"2150",351581423,201812,0.495153399585815
"2151",351602775,201806,0.323794206181552
"2152",351602775,201906,0.412206370782152
"2153",351615506,201812,0.975840929348553
"2154",351619249,201809,0.330070162131412
"2155",351640064,201906,0.23315596648516
"2156",351643969,201812,0.729919769563709
