"","ein","tax_pd","asset_rev_ratio"
"155",42681632,201812,4.51012071214271
"156",42684781,201812,7.66049207443008
"157",42685432,201809,2.52945217765053
"158",42686893,201812,3.98787290035573
"159",42690210,201812,2.33546258491111
"160",42692763,201806,0.411103756713802
"161",42716278,201812,4.07549426200854
"162",42716728,201706,2.41316130197826
"163",42716728,201806,1.82291223871502
"164",42732718,201812,14.5346225180527
"165",42733078,201812,4.23772546250501
"166",42736725,201812,6.1894517037813
"167",42737054,201806,8.20650904845301
"168",42741009,201806,2.80836455486103
"169",42741543,201812,7.5792775130796
"170",42743779,201812,25.54340310849
"171",42748880,201806,1.32310744939054
"172",42752507,201812,8.23545386747935
"173",42755270,201808,3.28398278438667
"174",42755382,201903,0.583118379922444
"175",42760272,201812,7.29236105457482
"176",42761591,201812,0.137448273251727
"177",42762580,201812,3.79562668368327
"178",42774010,201806,6.90230532402193
"179",42777769,201812,2.36298624514254
"180",42859066,201806,0.518140751722334
"181",42898893,201806,0.877205329537113
"182",42921318,201806,5.99011603387025
"183",42921465,201806,4.72849195176354
"184",42925846,201806,0.464927004705513
"185",42933012,201806,3.18408424122632
"186",42944144,201812,12.6240992295633
"187",42961787,201806,9.87184804457902
"188",42964630,201812,4.89705507391248
"189",42970982,201806,1.32376722437035
"190",42982308,201812,7.92939297177473
"191",42983365,201906,4.84990066204012
"192",42983365,201806,4.61076834485028
"193",42988263,201812,5.58165400542061
"194",43010725,201806,11.0127886985406
"195",43023407,201806,3.12233798881892
"196",43029411,201806,16.1618368181844
"197",43036200,201812,0.528327983107048
"198",43074487,201812,5.28939585417654
"199",43085298,201906,-20.6889964340295
"200",43100105,201812,3.92686702225696
"201",43118543,201906,2.71113824371342
"202",43124357,201812,6.60077847395296
"203",43141970,201812,NA
"204",43159643,201809,5.40598368065411
"205",43172737,201806,0.699727134797183
"206",43176887,201812,8.932476393114
"207",43206608,201812,NA
"208",43216873,201906,155.645946881358
"209",43230028,201812,5.97869585430311
"210",43239046,201812,4.13697636231718
"211",43244024,201906,3.59867430692312
"212",43246555,201812,7.71342579464309
"213",43247717,201906,7.25239991241981
"214",43247717,201806,11.0278555918298
"215",43280116,201806,17.240419152913
"216",43282997,201805,0.962502344183732
"217",43282997,201905,63.0728550295858
"218",43286347,201906,9.82733237858743
"219",43289039,201812,3.44520158347088
"220",43290004,201906,3.29782094181017
"221",43299189,201812,13.3667817552506
"222",43320522,201806,36.8934198331789
"223",43322638,201812,9.67320099486153
"224",43330633,201906,6.690145982953
"225",43330633,201806,8.31333927487424
"226",43331491,201806,15.433619607907
"227",43333866,201812,6.52975512954059
"228",43337726,201812,1.19447217658435
"229",43362851,201809,10.1737760081154
"230",43364974,201806,64.7077267251764
"231",43370097,201806,1.34249485309559
"232",43371170,201809,0.509121791035119
"233",43408855,201812,0.176982997433095
"234",43458096,201906,1.59555824869663
"235",43460139,201812,0.381582009800569
"236",43469536,201812,6.26703983946529
"237",43490920,201812,14.6628332841461
"238",43500087,201906,9.93081750780437
"239",43502138,201906,7.38264060917852
"240",43534715,201812,6.94376694787648
"241",43534734,201812,6.88690005358373
"242",43535025,201812,12.1096641535298
"243",43538884,201812,9.19502647503782
"244",43555681,201812,7.5041473503513
"245",43562853,201806,3.55112772937531
"246",43571892,201812,4.69983387945742
"247",43586322,201812,25.4703693100487
"248",43611860,201812,0.420294436614462
"249",43613194,201812,0.500929419825656
"250",43617019,201806,7.17661974488012
"251",43617951,201806,1.18619944067592
"252",43627371,201812,6.69151417661669
"253",43627393,201806,0.644571888974542
"254",43635313,201812,7.26232607281033
"255",43669252,201806,6.10208836986274
"256",43728351,201812,0.621025347973387
"257",43754904,201812,1.9921663992065
"258",46125732,201809,0.494439077173151
"259",46132439,201812,2.64465356408414
"260",46138418,201812,1.22250933962695
"261",50258819,201812,0.917802817873228
"262",50258871,201812,0.346281323529985
"263",50258939,201806,33.5094644356871
"264",50259094,201812,1.29547842660353
"265",50300152,201812,0.310511878122772
"266",50309695,201809,0.738851983996834
"267",50311985,201806,0.414347867748248
"268",50312991,201809,0.317080640996996
"269",50340202,201812,2.99593676975945
"270",50340915,201812,0.695231066534535
"271",50343709,201909,4.1760042442783
"272",50370157,201812,0.817513806221505
"273",50370946,201808,-32.8299374956106
"274",50376075,201806,0.416859700253712
"275",50380608,201812,0.930416980050892
"276",50381201,201812,10.4236380812428
"277",50383354,201812,4.3225810006916
"278",50384495,201812,3.6060574315997
"279",50396559,201812,21.5768069770921
"280",50432730,201806,1.77966705301122
"281",50445955,201906,2.59189533405769
"282",50448151,201806,2.59660453258395
"283",50449399,201806,NA
"284",50449399,201706,NA
"285",50450845,201906,2.92139165245459
"286",50450845,201806,3.0320815731172
"287",50463993,201806,0.669172937718845
"288",50475365,201812,0.36575151138489
"289",50486136,201809,5.13791266316031
"290",50489479,201903,1.96436977500558
"291",50489479,201803,2.27531392633014
"292",50495681,201812,6.6897030466641
"293",50497260,201812,3.18997766977538
"294",50513907,201812,13.5811934801509
"295",50520256,201812,2.65840938722295
"296",56015153,201806,0.248980115133166
"297",56018801,201806,0.498065430236078
"298",60646969,201806,2.53549928472322
"299",60646974,201906,0.413031492979317
"300",60646994,201806,0.869951145810426
"301",60653158,201806,0.500999941798052
"302",60676851,201809,1.83774814645973
"303",60795640,201812,0.532391510275971
"304",60801861,201806,0.553204548730386
"305",60806128,201903,0.456936765602463
"306",60813725,201812,0.221902874111066
"307",60864050,201812,4.48738883689
"308",60876558,201806,0.172294362275598
"309",60876677,201808,1.91682314740652
"310",60890788,201812,2.52269413971031
"311",60903918,201812,6.43235103766665
"312",60906671,201812,0.975012451892462
"313",60939659,201806,1.0025690301355
"314",60954802,201806,0.91454357214832
"315",60979507,201809,0.0682278943677189
"316",60993174,201812,1.83381457307888
"317",61006312,201806,4.95623589125223
"318",61008590,201806,2.68759207845051
"319",61011060,201812,5.28136016990371
"320",61021268,201812,1.80957825055697
"321",61022915,201812,5.62061281029744
"322",61045493,201906,4.87094899954482
"323",61063650,201812,2.85926870857648
"324",61064281,201812,1.50360688694874
"325",61066148,201806,12.3861318910313
"326",61174074,201906,78.5597608333847
"327",61193489,201809,0.681355156042213
"328",61214680,201806,1.89224707344065
"329",61230844,201809,10.1885960590511
"330",61235451,201806,5.55083027413184
"331",61258114,201812,23.4149971923459
"332",61276156,201906,7.95471789142181
"333",61276156,201806,9.96764901668367
"334",61322214,201806,8.15138085436112
"335",61322214,201906,3.83808013112847
"336",61338915,201812,0.611169613869648
"337",61353568,201812,4.09323490311358
"338",61354643,201809,0.499011512360008
"339",61356231,201806,2.55385353879059
"340",61414605,201806,10.0765409546533
"341",61419774,201806,1.41394205728151
"342",61421651,201806,NA
"343",61421674,201812,3.61409142901999
"344",61423446,201812,5.64958732179805
"345",61423598,201806,8.01446858929727
"346",61428945,201812,10.1753822915246
"347",61428945,201812,10.1753822915246
"348",61440531,201906,2.96567572578787
"349",61466506,201812,333793.5
"350",61472525,201906,4.48742107677144
"351",61473638,201906,3.5425045153522
"352",61613212,201812,3.43983477011494
"353",61618332,201812,10.3660455957994
"354",61637790,201809,3.83373524681106
"355",61665031,201812,4.48439762113133
"356",61683983,201812,12.9765141257864
"357",61714498,201809,1.24645352818814
"358",61781093,201812,17815.0986842105
"359",61804372,201812,0
"360",66066491,201806,2.43935052927055
"361",66071847,201810,0.268648982625481
"362",100131835,201806,1.8131596616087
"363",111630919,201812,4.77872226974419
"364",112137138,201806,9.19192483728297
"365",112141197,201812,0.204421679605357
"366",112221341,201812,0.182590927649023
"367",112268359,201812,1.74087980862549
"368",112325394,201906,3.26743937928749
"369",112356150,201806,3.39954778610391
"370",112375583,201806,0.319703478634465
"371",112382250,201806,1.01041323878774
"372",112412584,201712,0.323929871057755
"373",112431586,201806,24.7832801811808
"374",112435523,201905,0.682366910746091
"375",112436149,201806,0.875220334383948
"376",112451752,201806,1.27334321742428
"377",112453853,201806,0.981160869923218
"378",112458675,201806,NA
"379",112475743,201806,0.749076981990359
"380",112490986,201806,0.886305704746698
"381",112498292,201806,0.380947902952793
"382",112526244,201807,19.6567066715477
"383",112527097,201906,0.236557495433499
"384",112527202,201905,3.76285286825944
"385",112528786,201812,0.546489097196422
"386",112534700,201803,1.74235869197182
"387",112538550,201808,1.53600390340391
"388",112573432,201806,1.28055846281059
"389",112578155,201807,3.49539714567487
"390",112594653,201806,1.68686075918885
"391",112600290,201812,8.14697838469954
"392",112600290,201712,7.41081291687153
"393",112603787,201812,0.902673516106147
"394",112627786,201812,1.51090509364356
"395",112647339,201812,6.77311090840405
"396",112665181,201806,0.36639892714996
"397",112683663,201806,1.04158255797635
"398",112689903,201812,7.29545425236959
"399",112710506,201812,1.64699080909207
"400",112737223,201812,1.61532655486937
"401",112783877,201812,1.30573206148256
"402",112840553,201806,2.11265246137377
"403",112848726,201809,1.56506703613738
"404",112848938,201806,23.5886934365052
"405",112857055,201806,2.94441944416449
"406",112889068,201812,2.67601456769825
"407",112890302,201812,1.19095111866579
"408",112911043,201812,2.49838948322153
"409",113039699,201805,13.1525199426534
"410",113048002,201812,5.90059559623252
"411",113099604,201812,0.799850066758356
"412",113132562,201812,3.36018081751568
"413",113199716,201812,5.94283119949151
"414",113204890,201812,0.916116693610592
"415",113211896,201812,NA
"416",113211896,201712,12.7
"417",113250772,201812,1.11968346505288
"418",113306111,201806,0.822474712932572
"419",113312539,201812,10.9693479767651
"420",113317234,201812,3.36263481485376
"421",113317929,201806,0.211693027827057
"422",113415840,201812,2.4364141986229
"423",113422018,201812,0.746542689553382
"424",113442366,201812,NA
"425",113458791,201806,NA
"426",113462888,201906,0.134278650205379
"427",113580935,201812,0.759635829064668
"428",113603198,201812,0.411102982097411
"429",113613094,201812,8.70328958029493
"430",113633048,201812,8.7886409930535
"431",113666873,201812,8.28922120781746
"432",113687996,201809,0.521109972010675
"433",113704014,201906,8.94560369474379
"434",113754129,201812,0.654249344434446
"435",116083182,201806,5.03488938364687
"436",123799161,201906,0.204843588914526
"437",123799161,201706,0.107121199177057
"438",131562242,201806,1.18153301821689
"439",131624178,201806,0.886812334865174
"440",131671035,201806,0.521954784844557
"441",131919799,201806,0.485538281308475
"442",131943516,201806,0.0262724706951329
"443",132564241,201812,1.14158758262237
"444",132579051,201807,0.835672724640966
"445",132617705,201812,0.654758719315721
"446",132735378,201812,9.06878922377108
"447",132736022,201803,1.07446836706747
"448",132778910,201812,5.83207721505539
"449",132802083,201906,4.85120547336472
"450",132806160,201806,0.457233543357742
"451",132834016,201812,0.430181941305428
"452",132850133,201806,1.64737245741545
"453",132851988,201812,22.0409137256182
"454",132868189,201809,22.0733462837472
"455",132875743,201812,0.24081371752162
"456",132902798,201806,2.88392914887454
"457",132922191,201812,0.767462622171071
"458",132926433,201806,3.08568516083047
"459",132934000,201812,1.47574256236311
"460",132936066,201809,0.237454423335252
"461",132938457,201806,11.1969180013053
"462",132944013,201804,4.5565015250748
"463",132950346,201812,2.15940929531262
"464",132972415,201806,0.40898575556759
"465",132976987,201812,2.86036789603126
"466",133008492,201906,5.55555555555556
"467",133010578,201812,7.51155926310526
"468",133020589,201806,1.88762247012655
"469",133022372,201812,0.625019991414214
"470",133023179,201812,2.73979400177157
"471",133023183,201806,0.429276094633518
"472",133026182,201812,10.2300344798625
"473",133028376,201812,2.30993882703006
"474",133032463,201812,12.9522555704371
"475",133076810,201812,4.96481825700548
"476",133097905,201806,0.312314721384834
"477",133098397,201812,1.42646807255265
"478",133108035,201812,4.05068544869211
"479",133110811,201812,0.454075315026586
"480",133154100,201812,10.0313976398805
"481",133160099,201806,0.264195637157543
"482",133176586,201806,0.745215057414071
"483",133176952,201806,0.999121987813466
"484",133183344,201806,0.378286105259604
"485",133187792,201812,3.27285964874008
"486",133202014,201812,1.32244999902729
"487",133203701,201806,0.29622340449991
"488",133206603,201812,10.9404255244282
"489",133212867,201812,1.65394865737006
"490",133213525,201803,1.37483828762328
"491",133234441,201806,0.534792275189071
"492",133248777,201812,1.47629364851411
"493",133257307,201806,3.13592359988237
"494",133281487,201806,1.21153744955471
"495",133313856,201812,230.978554807874
"496",133402057,201706,99.25906975915
"497",133402057,201506,124.921510225603
"498",133402057,201306,106.134528934436
"499",133402057,201206,3.12041301332553
"500",133402057,201606,99.7032036244471
"501",133420753,201806,0.932263311941691
"502",133421324,201812,0.798097301370508
"503",133439109,201807,1.29714927070605
"504",133439109,201907,3.18487878594679
"505",133463392,201806,NA
"506",133505123,201812,12.432792544011
"507",133514340,201812,1.08808252777377
"508",133516262,201806,1.52323141202041
"509",133518596,201812,24.0160618149425
"510",133544227,201906,5.81349883106626
"511",133556135,201812,3.76184516407346
"512",133570544,201812,2.84023579793552
"513",133582492,201812,5.63748900575513
"514",133584089,201806,0.973445137258286
"515",133591350,201812,0.880307599469852
"516",133620671,201812,7.56556163709041
"517",133627750,201812,0.822965918418641
"518",133635059,201806,2.02107853848719
"519",133636555,201806,0.930007459235605
"520",133652630,201806,3.71534664352439
"521",133687891,201806,0.81265227978339
"522",133687895,201806,31.0223897726245
"523",133706959,201812,2.54241673717965
"524",133735311,201812,34.0076185009319
"525",133773591,201812,2.71867331358879
"526",133778489,201806,2.5849974548688
"527",133784406,201812,5.32095535987374
"528",133846708,201812,2.70979012061991
"529",133860487,201812,7.91439345032686
"530",133914167,201812,5.08409747426117
"531",133927797,201812,NA
"532",133940622,201812,0.00557865225909623
"533",133946529,201812,10.9431510388654
"534",133970573,201812,NA
"535",133996271,201806,29.2424032586558
"536",133997769,201812,0.426751085871078
"537",134011201,201812,3.16931882854747
"538",134031037,201812,3.45488716137105
"539",134087428,201812,1.2014871214289
"540",134103352,201812,13.4887867768483
"541",134138205,201812,0.507457601074295
"542",134169825,201806,7.8696471291866
"543",134196931,201812,3.69879162295317
"544",134221502,201809,3.66424644592071
"545",134233543,201812,-68.1018624407777
"546",134236650,201906,10.7360015594433
"547",134284680,201812,13.8894470036309
"548",135562202,201806,9.60725528866783
"549",136202692,201806,0.753211217703412
"550",136222626,201806,5.22735186915441
"551",136265613,201812,2.38652091884419
"552",136271908,201806,5.98904560969606
"553",141491879,201811,0.793294380984608
"554",141492922,201812,0.271837987596112
"555",141493667,201802,0.977500409577136
"556",141503655,201804,1.09810611185226
"557",141503655,201904,0.874571582544491
"558",141504550,201906,0.372548921353591
"559",141548263,201806,1.16971968589701
"560",141558673,201812,NA
"561",141589002,201812,101.908195429472
"562",141601549,201812,0.565509768487039
"563",141604145,201805,0.54382906446033
"564",141605957,201812,2.21738151111397
"565",141611857,201812,0.319688241301491
"566",141615406,201812,0.809089397593157
"567",141626314,201803,0.434545292098296
"568",141627038,201810,0.185067293171481
"569",141628657,201806,0.791076293467528
"570",141629449,201806,0.56740569142481
"571",141633606,201901,1.44612424812582
"572",141645491,201812,0.652673230167948
"573",141645494,201812,0.717007509366127
"574",141664058,201901,1.05151330528517
"575",141664264,201806,5.17702781325259
"576",141666190,201906,0.647078627097817
"577",141705132,201812,1.2771858510942
"578",141708404,201906,0.642228357309297
"579",141715960,201812,5.012572990064
"580",141724406,201812,1.65883314503895
"581",141724900,201904,1.07858585102034
"582",141758441,201906,1.27544100776766
"583",141758686,201806,0.0999614010431615
"584",141758686,201906,0.0173709335219236
"585",141770461,201812,5.78164589311018
"586",141815690,201806,1.31792249526201
"587",141819599,201806,4.65607842182316
"588",141828476,201812,1.59724124327405
"589",141855665,201812,2.96244267597802
"590",141869951,201806,3.34038087269685
"591",141884382,201812,7.02108378266102
"592",141891112,201812,0.9552793138629
"593",141891112,201712,0.855437407229805
"594",141959607,201812,4.04878964322192
"595",141959607,201712,3.39425922604368
"596",141973678,201812,2.81206525999337
"597",141977260,201812,12.7534536717346
"598",141983932,201806,7.83669736546546
"599",141987692,201809,12.9438786660256
"600",141990608,201812,21.4747624399714
"601",160743940,201903,0.252029306243419
"602",160863402,201803,4.86932875031161
"603",160902835,201809,0.181543508176228
"604",160903802,201812,2.59278466982852
"605",160905222,201810,0.257969205980547
"606",160907793,201812,1.08182180038127
"607",160909190,201812,0.342226113152901
"608",160909583,201812,0.55397516473647
"609",160911473,201802,0.186532159732581
"610",160950820,201906,2.41144321532238
"611",160963924,201806,0.791960089189753
"612",160984913,201809,1.08383345694641
"613",160999976,201904,0.928714348566291
"614",161002392,201809,5.1751964932213
"615",161004653,201812,0.371888672364362
"616",161006727,201812,2.15091930601217
"617",161063363,201812,1.91251684560671
"618",161065303,201808,19.3015371102328
"619",161067572,201712,1.58746824487871
"620",161067572,201812,1.68539860156187
"621",161072548,201812,0.695078470387358
"622",161079046,201812,2.24095720027174
"623",161080227,201812,1.69913913628079
"624",161086304,201812,5.52375798037887
"625",161092291,201808,1.14352210983406
"626",161094813,201809,0.310373803111595
"627",161109094,201906,5.39529172705692
"628",161116852,201906,1.54381659816349
"629",161119263,201812,1.57337056064907
"630",161125586,201811,2.42629829740619
"631",161130177,201806,1.02465840736167
"632",161132971,201808,1.45288405615719
"633",161137874,201906,2.65544290903143
"634",161139614,201812,2.20411339165545
"635",161159574,201906,0.986520349273777
"636",161159720,201812,1.91256697968226
"637",161160170,201809,0.242375640441151
"638",161160170,201909,0.206441564610199
"639",161163460,201812,1.74679647387299
"640",161164184,201806,0.609055444563784
"641",161165911,201812,4.65297888341112
"642",161166659,201808,2.29228263577401
"643",161167946,201812,7.5650985443187
"644",161169252,201808,0.875485824893642
"645",161170113,201806,4.77226413795851
"646",161170113,201906,3.99267484890232
"647",161183242,201809,3.77392962119939
"648",161190886,201806,0.586160365701117
"649",161199332,201906,2.03064024486847
"650",161199332,201806,2.27960671674768
"651",161265765,201809,25.6046962605908
"652",161271229,201812,1.58598692395246
"653",161277244,201812,5.75538425576676
"654",161289461,201809,0.6145492209476
"655",161301678,201903,3.86453396597917
"656",161321037,201803,18.7109632272228
"657",161328750,201809,0.479741849168236
"658",161329890,201906,0.627419774662552
"659",161330593,201812,1.44091808300185
"660",161337423,201806,0.130697141213889
"661",161337423,201906,0.127391120163437
"662",161370403,201906,1.05315936850988
"663",161375112,201906,3.75971676569897
"664",161375112,201806,3.68274937168684
"665",161375637,201812,6.18504348803621
"666",161387187,201906,3.07888843871997
"667",161399793,201812,15.4191009954117
"668",161408996,201812,22.3773817423452
"669",161429861,201812,3.09312554512419
"670",161450203,201812,5.85864208268105
"671",161452557,201903,18.2782367868335
"672",161453947,201812,7.46441818381772
"673",161481094,201805,4.89513545189913
"674",161481094,201905,0.367534557397721
"675",161481094,201705,5.06918457069584
"676",161509425,201812,4.84034247690815
"677",161559032,201806,0.655521591596942
"678",161561999,201812,3.56849210813058
"679",161568466,201812,1.95777295733912
"680",161572206,201812,0.565790241908803
"681",161585356,201812,3.89634333913502
"682",161605654,201812,6.31610378155893
"683",161607165,201903,1.3570980074951
"684",161617489,201812,7.08960228128587
"685",161637410,201812,396.477611940299
"686",161660243,201903,12.8626222556597
"687",161671788,201906,2.08223701318882
"688",161744136,201809,0.583250773722372
"689",161765276,201812,10.9378043636643
"690",166063879,201902,0.490574503414666
"691",166063879,201802,0.467040001195627
"692",166066346,201903,0.351648276148995
"693",166066837,201812,0.66978824870473
"694",166095039,201901,0.233595010103799
"695",166101149,201906,1.01119436510357
"696",200001916,201812,14.2395978240558
"697",200062075,201806,7.00261778226828
"698",200070040,201812,10.183178116517
"699",200125143,201812,0.149579990545958
"700",200146547,201806,2.56227719712367
"701",200164382,201812,9.08140544010652
"702",200177581,201806,142.321436170705
"703",200203845,201812,1.7251684643473
"704",200246423,201812,4.37023321198896
"705",200310400,201806,1.98998256248443
"706",200318338,201812,0.070214455157637
"707",200330858,201812,9.30714817970689
"708",200428240,201812,11.6718285624902
"709",200436490,201809,0.856681014816572
"710",200446324,201812,10.8154090957428
"711",200458814,201812,0.917264623692887
"712",200468802,201812,31.9633000338639
"713",200470082,201812,182.667737460758
"714",200503404,201812,4.43354612179964
"715",200530683,201812,0.401113568247495
"716",200553370,201812,5.24494082732912
"717",200573561,201812,16.209478826431
"718",200688727,201812,7.90913382837926
"719",200696964,201806,2.21184297294689
"720",200701353,201806,11.0865947163778
"721",200726638,201806,0.605698700682692
"722",200951085,201809,144.552005516607
"723",200956663,201812,3.13731443734207
"724",201044089,201806,7.36844777751738
"725",201110283,201806,16.2423009877978
"726",201150352,201712,99.6795479565931
"727",201150352,201812,26.8206811728999
"728",201249814,201812,4.62786165682785
"729",201309418,201809,5.08161531105012
"730",201309418,201609,2.61283653127336
"731",201324945,201712,1.27910864859804
"732",201413891,201812,0.744540536510115
"733",201484525,201903,9.68866113506924
"734",201545635,201812,1.48499635182798
"735",201583332,201812,3.17475268017533
"736",201592192,201812,4.99716361048313
"737",201594213,201806,54.1166523972603
"738",201683627,201806,2.24822918567424
"739",201688621,201806,1.97612136456806
"740",201700622,201812,75.9946936368996
"741",201788094,201812,2.52051709458589
"742",201793571,201812,1.99046227022742
"743",201794339,201812,0.164022657486697
"744",201848987,201812,0.175823268166541
"745",201880465,201906,0.190028629942322
"746",201891448,201812,0.908759643744461
"747",201935580,201806,2.27847792070763
"748",201952464,201906,15.7732812021575
"749",201989307,201906,10.1704226647657
"750",202007127,201812,6.94638102040688
"751",202010603,201812,13.2978457849323
"752",202053859,201812,10.2444258330271
"753",202074645,201809,11.9165754532908
"754",202188815,201903,30.3110330061003
"755",202207776,201812,17.9475284863909
"756",202231228,201806,0.805591589565197
"757",202232456,201812,7.30488135470696
"758",202328346,201806,NA
"759",202445113,201412,2.06944053563493
"760",202445113,201812,1.70266373412484
"761",202504202,201812,15.4086065136145
"762",202526058,201806,0.494396008248044
"763",202711297,201812,11.0941846428384
"764",202773085,201812,1.44409697669656
"765",202810099,201811,5.8958870579003
"766",202869184,201809,2.14021875640591
"767",203022563,201812,0.219996155047701
"768",203035695,201812,2.15188193773537
"769",203048639,201809,13.3276042884339
"770",203079151,201806,21.8602751119826
"771",203167493,201812,8.39784563506931
"772",203178404,201806,1.52462719211039
"773",203195763,201806,2.84937240954553
"774",203395474,201812,6.65639088077152
"775",203407734,201806,2.03030433524006
"776",203415545,201806,0.735880756332128
"777",203494053,201806,0.693503223083618
"778",203494053,201706,0.685344131227857
"779",203496884,201812,0.0326599080509766
"780",203521473,201806,2.52262341024173
"781",203558447,201812,0.341394004676761
