"","ein","tax_pd","selfsufficiency"
"482",133176586,201806,0.0477572193148562
"483",133176952,201806,0.0637694031883026
"484",133183344,201806,0.862552727857867
"485",133187792,201812,0.226598788427977
"486",133202014,201812,0.965282599021858
"487",133203701,201806,0.0482826558194805
"488",133206603,201812,0.239571066186456
"489",133212867,201812,0.324952880204161
"490",133213525,201803,0.127361620556137
"491",133234441,201806,0.192134731716125
"492",133248777,201812,0.391049926370274
"493",133257307,201806,0.466940017132603
"494",133281487,201806,0.58488743818539
"495",133313856,201812,0
"496",133402057,201706,0.96456847360913
"497",133402057,201506,1.02439111407097
"498",133402057,201306,0.224147624107275
"499",133402057,201206,0.0868024923035765
"500",133402057,201606,0.969300033598387
"501",133420753,201806,0.00554931483930917
"502",133421324,201812,0.181796591790005
"503",133439109,201807,1.09263314044723
"504",133439109,201907,0.218135562477084
"505",133463392,201806,NA
"506",133505123,201812,0.943500997072426
"507",133514340,201812,1.3077358490566
"508",133516262,201806,0.333089253716334
"509",133518596,201812,0
"510",133544227,201906,0.210902056763816
"511",133556135,201812,0.53496032686273
"512",133570544,201812,1.25492557713466
"513",133582492,201812,1.32579976570244
"514",133584089,201806,0.409462442383303
"515",133591350,201812,0.0496128009709835
"516",133620671,201812,0.968119010580792
"517",133627750,201812,0.910506575930655
"518",133635059,201806,0.441129231529528
"519",133636555,201806,0.642468170016283
"520",133652630,201806,0.738324062551539
"521",133687891,201806,0.118663418912313
"522",133687895,201806,0
"523",133706959,201812,1.1940243561571
"524",133735311,201812,0.188122587819269
"525",133773591,201812,0.832120391387471
"526",133778489,201806,0.394209355193638
"527",133784406,201812,0.66612064534647
"528",133846708,201812,5.18458854253487
"529",133860487,201812,1.17664166511748
"530",133914167,201812,NA
"531",133927797,201812,0
"532",133940622,201812,0
"533",133946529,201812,0.351946850705737
"534",133970573,201812,0
"535",133996271,201806,0
"536",133997769,201812,0
"537",134011201,201812,0.524636073041561
"538",134031037,201812,0.723949691109466
"539",134087428,201812,0.0603920839914522
"540",134103352,201812,0.26879763323232
"541",134138205,201812,0.993033878570552
"542",134169825,201806,1.38860507133512
"543",134196931,201812,0.870207631921969
"544",134221502,201809,0.232477751152722
"545",134233543,201812,0
"546",134236650,201906,0.674242465851234
"547",134284680,201812,0.774603734604213
"548",135562202,201806,0.00333832503972
"549",136202692,201806,0.0783077034971679
"550",136222626,201806,0.0829047910711101
"551",136265613,201812,0.44368716199569
"552",136271908,201806,0.245726266653266
"553",141491879,201811,0.030663995908626
"554",141492922,201812,0.116368327103101
"555",141493667,201802,0.188568995712905
"556",141503655,201804,0.652215966161984
"557",141503655,201904,0.605745524588552
"558",141504550,201906,0.296196125679796
"559",141548263,201806,0
"560",141558673,201812,0
"561",141589002,201812,0
"562",141601549,201812,0.131850939533645
"563",141604145,201805,0.0268426736295795
"564",141605957,201812,0.117043484414252
"565",141611857,201812,0.0584842387103669
"566",141615406,201812,0.554810195937723
"567",141626314,201803,0.113545890077988
"568",141627038,201810,0
"569",141628657,201806,0.240556153222558
"570",141629449,201806,0.291274028656764
"571",141633606,201901,0.157719213187422
"572",141645491,201812,0.814633396941543
"573",141645494,201812,0.0451045348851116
"574",141664058,201901,0
"575",141664264,201806,0.452926705537997
"576",141666190,201906,0
"577",141705132,201812,0.185754177312501
"578",141708404,201906,0.216058403832489
"579",141715960,201812,0.387662960941969
"580",141724406,201812,0.392124405868981
"581",141724900,201904,0.226865764302259
"582",141758441,201906,0
"583",141758686,201806,0.000196844581360787
"584",141758686,201906,0
"585",141770461,201812,0.825787338126622
"586",141815690,201806,0.336872422457888
"587",141819599,201806,0.934045099613223
"588",141828476,201812,0.827007460301754
"589",141855665,201812,1.04534845994592
"590",141869951,201806,0.955202144547848
"591",141884382,201812,0
"592",141891112,201812,0
"593",141891112,201712,0
"594",141959607,201812,0
"595",141959607,201712,0
"596",141973678,201812,0.0731816477362074
"597",141977260,201812,0.659058443681825
"598",141983932,201806,0.23471060950749
"599",141987692,201809,0.393481088061697
"600",141990608,201812,0.594438453242952
"601",160743940,201903,0.890580625303305
"602",160863402,201803,1.07793469646845
"603",160902835,201809,0.0434986447318491
"604",160903802,201812,0.141786587170821
"605",160905222,201810,0.194322455512618
"606",160907793,201812,0.169721204144173
"607",160909190,201812,0.0178611182556785
"608",160909583,201812,0.796961002421414
"609",160911473,201802,0.0943785072050969
"610",160950820,201906,0.998288277043116
"611",160963924,201806,0
"612",160984913,201809,0.987448811792372
"613",160999976,201904,0
"614",161002392,201809,0.534182567478331
"615",161004653,201812,0.398555471521586
"616",161006727,201812,0.769850876316509
"617",161063363,201812,0.0404734354163315
"618",161065303,201808,0.0914976567550097
"619",161067572,201712,0.170865458036886
"620",161067572,201812,0.167093805164273
"621",161072548,201812,0.12876065451601
"622",161079046,201812,0.723761621608002
"623",161080227,201812,0.938980072847953
"624",161086304,201812,0.51721669806251
"625",161092291,201808,0.272977286175189
"626",161094813,201809,0.132055915705735
"627",161109094,201906,0.524866770293976
"628",161116852,201906,0.792849574590928
"629",161119263,201812,0.380004236153214
"630",161125586,201811,0.0144280939489723
"631",161130177,201806,0.446979271189239
"632",161132971,201808,0.0332087087237704
"633",161137874,201906,0.0380491826691305
"634",161139614,201812,0.876755356578317
"635",161159574,201906,0
"636",161159720,201812,0.963965351299326
"637",161160170,201809,0.11475645869896
"638",161160170,201909,0.0965633474386442
"639",161163460,201812,0.0196181085758329
"640",161164184,201806,0
"641",161165911,201812,1.03317588150414
"642",161166659,201808,0.0112739821402956
"643",161167946,201812,0.32213320080858
"644",161169252,201808,0.0267548685499865
"645",161170113,201806,0.398264232954681
"646",161170113,201906,0.376112053357751
"647",161183242,201809,0.970720240372985
"648",161190886,201806,0.39428683641247
"649",161199332,201906,0.77626269585072
"650",161199332,201806,0.874102675658038
"651",161265765,201809,0.206117048648673
"652",161271229,201812,0.119656439658295
"653",161277244,201812,0
"654",161289461,201809,0
"655",161301678,201903,0.448120817794705
"656",161321037,201803,0.380067967322674
"657",161328750,201809,0
"658",161329890,201906,0
"659",161330593,201812,0.11733922039198
"660",161337423,201806,0
"661",161337423,201906,0
"662",161370403,201906,0.189987779928876
"663",161375112,201906,0.554548635886435
"664",161375112,201806,0.557313027533209
"665",161375637,201812,1.02495975848411
"666",161387187,201906,0.0868012724793871
"667",161399793,201812,0.750155299055614
"668",161408996,201812,0.412401497499804
"669",161429861,201812,0.558047187187421
"670",161450203,201812,0
"671",161452557,201903,0.234670931832861
"672",161453947,201812,0
"673",161481094,201805,0.926618722097387
"674",161481094,201905,0.721526578639893
"675",161481094,201705,0.745003540348553
"676",161509425,201812,0
"677",161559032,201806,0.271914200497402
"678",161561999,201812,1.72769263878762
"679",161568466,201812,0
"680",161572206,201812,0
"681",161585356,201812,0.0291040073733412
"682",161605654,201812,0.582605907812477
"683",161607165,201903,0.905854932437127
"684",161617489,201812,0.836238364665085
"685",161637410,201812,0
"686",161660243,201903,0.332535861017736
